Time (s),Volume (m^3),Ar,He,Ne,N2,C12H26(1),C6H13(16),C10H21(6),C2H5(7),C9H19(4),C3H7(5),C8H17(10),C4H9(11),C7H15(13),C5H11(14),CH3(19),C2H4(25),H(9),C6H13(35),C3H6(75),C10H21(55),C7H14(95),C7H14(139),C7H14(156),C7H14(155),C7H14(170),C7H14(184),C7H14(223),C7H14(224),C7H14(222),C7H14(240),C7H14(289),C7H14(288),C7H14(315),C7H14(268),C7H14(206),C7H14(347),C7H14(346),C7H14(314),C7H14(332),C7H14(313),C7H14(397),C7H14(239),C7H14(345),C4H7(159),C4H7(143),C4H7(453),C4H6(450),C4H6(445),C4H6(463),C3H7(77),C3H6(124),C4H6(447),C3H5(121)
4.4428170711170436e-10,33.25875367991843,0.98,0.0,0.0,0.0,0.019983160355139213,2.7908759422536483e-06,1.8446066521840538e-06,4.403438275494122e-06,2.88322402293657e-06,2.436513460865315e-06,3.07567553585318e-06,3.0989382152984905e-06,2.575189077842964e-06,3.233368242006816e-06,2.4521365793628164e-06,7.48190243082758e-06,1.046348785387439e-06,2.2954143820309967e-06,1.0070219593571347e-06,1.4116212766909632e-06,4.142057107493436e-07,1.6110003347196673e-07,7.5083105448122e-08,3.0864237559684594e-08,8.238713534503725e-09,4.691955827868316e-09,1.7210544357726198e-09,1.3678424813683594e-09,4.970820118733322e-10,1.5713153654328725e-10,2.7703013565512165e-11,1.9137973931711925e-11,4.666217131654398e-12,1.1692448906403626e-10,1.9129657677010804e-09,1.1870501996895492e-10,3.337132037193134e-11,3.874566613708823e-12,6.451662538490948e-13,7.718428716112712e-12,1.4303715250721876e-12,3.2955977289386985e-11,1.0398780532820623e-12,7.224569642740292e-11,5.390213471996716e-12,3.0389414681524195e-14,1.1673431021930377e-12,4.5029148942993844e-14,2.436321488269069e-15,1.3220215972056148e-07,9.440511243807916e-12,1.0808200945303496e-17,1.8279039148663312e-10
4.4802445269325757e-10,33.25876335761959,0.98,0.0,0.0,0.0,0.0199830185537983,2.802865362583214e-06,1.852544641283281e-06,4.4445462146392775e-06,2.9025554773361964e-06,2.454015897541732e-06,3.0989974517980203e-06,3.121579170785912e-06,2.592795630510475e-06,3.2607981813973697e-06,2.4905837265892685e-06,7.59950397763597e-06,1.0639978038969726e-06,2.317242285310662e-06,1.026622420738731e-06,1.4268150546647093e-06,4.199717286877796e-07,1.6410752801178036e-07,7.688380338262522e-08,3.163903135764453e-08,8.481669607583928e-09,4.838463273045199e-09,1.7857210114487672e-09,1.419589615986772e-09,5.163696433189569e-10,1.6414170138447294e-10,2.915091594839832e-11,2.0109127193117498e-11,4.93826484094009e-12,1.22665767580949e-10,1.9870419459562387e-09,1.239949333860785e-10,3.509876692921334e-11,4.1033198193107295e-12,6.880715225877664e-13,8.142250634657603e-12,1.520194470652803e-12,3.4404788352881767e-11,1.0978559916280384e-12,7.434176389303715e-11,5.523640112256517e-12,3.1150626096155795e-14,1.2101432551254166e-12,4.683552371567775e-14,2.531962703252002e-15,1.338249611905688e-07,9.648915438827045e-12,1.1209545281321402e-17,1.8704050508645633e-10
4.517671982748108e-10,33.25877307191082,0.98,0.0,0.0,0.0,0.019982876753463618,2.814783768051915e-06,1.8604320715401324e-06,4.485704729672424e-06,2.9218158645002162e-06,2.47149440387031e-06,3.1222703654089883e-06,3.1441529841287753e-06,2.610341950430265e-06,3.288219972775863e-06,2.5293058781852796e-06,7.7179240362256e-06,1.0817920365517406e-06,2.3390080640232087e-06,1.0464093541586346e-06,1.4419959990225335e-06,4.257594730668013e-07,1.6714030987231864e-07,7.870827177756716e-08,3.242493946229016e-08,8.72906257865963e-09,4.988000451760586e-09,1.8521168274018378e-09,1.472731559679764e-09,5.361989269687993e-10,1.7138845835340624e-10,3.0658572491136476e-11,2.1118900020777193e-11,5.22316318438393e-12,1.2862889568175126e-10,2.0631863808026938e-09,1.2946256073246255e-10,3.6896497176695954e-11,4.3430229109219465e-12,7.333518205229109e-13,8.584796905221134e-12,1.6146834104438526e-12,3.590118480316449e-11,1.1584457632336272e-12,7.647852801027266e-11,5.659333044219357e-12,3.191493132321824e-14,1.2541294266316627e-12,4.86975696677591e-14,2.630461532872092e-15,1.3545111489173151e-07,9.859689353416817e-12,1.1622317451482588e-17,1.9134954707654393e-10
4.55509943856364e-10,33.25878282271227,0.98,0.0,0.0,0.0,0.01998273495413516,2.8266322260376896e-06,1.868269752564398e-06,4.526913410701849e-06,2.9410054449109337e-06,2.4889488900033785e-06,3.1454942817880368e-06,3.166659721003511e-06,2.6278282250111913e-06,3.315633384762956e-06,2.5683026571925105e-06,7.837160863384975e-06,1.09973139251667e-06,2.3607112235432787e-06,1.066382329549112e-06,1.4571634809022136e-06,4.3156865187126304e-07,1.701982625425912e-07,8.055651399742813e-08,3.322197767097267e-08,8.980914817844341e-09,5.140594946433457e-09,1.9202677809658195e-09,1.5272893824406067e-09,5.565788213848778e-10,1.7887706741940714e-10,3.2227758549523274e-11,2.216838441865552e-11,5.521371574021714e-12,1.348200276753781e-10,2.1414325783286154e-09,1.351117912677519e-10,3.876654959701607e-11,4.594072252280497e-12,7.811113022995025e-13,9.046686774638236e-12,1.714028561378019e-12,3.744615901774257e-11,1.2217359678194593e-12,7.865636748097464e-11,5.797303305758459e-12,3.2692160688856636e-14,1.299323741812537e-12,5.06164781778604e-14,2.7318761484072674e-15,1.370805482484517e-07,1.0072829403741834e-11,1.2046741305265026e-17,1.9571773882901217e-10
4.592526894379172e-10,33.258792609944216,0.98,0.0,0.0,0.0,0.019982593155812908,2.8384117776432555e-06,1.8760584761530701e-06,4.568171848787705e-06,2.9601244780960153e-06,2.5063792618001614e-06,3.1686692083468345e-06,3.189099450763662e-06,2.6452546412227417e-06,3.343038187474066e-06,2.6075736852031773e-06,7.957212721596462e-06,1.1178157800746378e-06,2.382351295031352e-06,1.086540912471086e-06,1.4723168885625384e-06,4.3739897631542234e-07,1.732812691141901e-07,8.242853116350576e-08,3.403016059472658e-08,9.237248102156298e-09,5.2962741297033606e-09,1.990199766789483e-09,1.5832841501368376e-09,5.775183055272338e-10,1.8661283547203315e-10,3.386027930421709e-11,2.3258689379410168e-11,5.833360146931367e-12,1.4124541469575586e-10,2.221814089658037e-09,1.4094654574343044e-10,4.071099499458199e-11,4.856873497588629e-12,8.314574180301908e-13,9.528552571067686e-12,1.8184256385483806e-12,3.904070963069332e-11,1.2878171393443097e-12,8.087565971881417e-11,5.937570310885473e-12,3.348376960993468e-14,1.3457485266854237e-12,5.259345430174313e-14,2.8362653199100757e-15,1.387131894476568e-07,1.0288331889519945e-11,1.2483042916541466e-17,2.0014529876081523e-10
4.629954350194704e-10,33.25880243352688,0.98,0.0,0.0,0.0,0.01998245135849687,2.8501234384028033e-06,1.8837990166883154e-06,4.6094796359579955e-06,2.9791732226318856e-06,2.5237854211234803e-06,3.1917951547503756e-06,3.21147224632703e-06,2.6626213855948137e-06,3.370434152513166e-06,2.6471185822978057e-06,8.078077878853768e-06,1.136045106632717e-06,2.4039278346505225e-06,1.1068846642991466e-06,1.4874556269916788e-06,4.4325016081425076e-07,1.763892123067171e-07,8.432432219439083e-08,3.484950167585845e-08,9.498083619395038e-09,5.455065163231159e-09,2.0619386728691914e-09,1.6407369211220963e-09,5.990263773923293e-10,1.9460111564969573e-10,3.555796973091091e-11,2.4390940857582065e-11,6.15960985185825e-12,1.4791140466737518e-10,2.304364505289493e-09,1.4697077581518574e-10,4.273193640620422e-11,5.131841659043555e-12,8.84500969815882e-13,1.003103978974953e-11,1.928075937002785e-12,4.0685841349428647e-11,1.3567817587895836e-12,8.313678084150641e-11,6.0801566064678705e-12,3.428807217809494e-14,1.3934263079152823e-12,5.4629716762724805e-14,2.943688414868451e-15,1.403489674245661e-07,1.0506192998011617e-11,1.2931450593284697e-17,2.0463244236540615e-10
4.704809261825769e-10,33.25882218942538,0.98,0.0,0.0,0.0,0.019982167766883382,2.8733470273669293e-06,1.899138562278041e-06,4.692241630630679e-06,3.0170608753337377e-06,2.558524692173384e-06,3.237900156561376e-06,3.2560173434472602e-06,2.697176602740517e-06,3.4251986633824355e-06,2.72702845602996e-06,8.322241188592599e-06,1.1729382020508323e-06,2.446888661649086e-06,1.1481259007258738e-06,1.5176867965827359e-06,4.5501398339955454e-07,1.826794377775089e-07,8.818721084385208e-08,3.652170638149888e-08,1.0033343191413944e-08,5.7820903636117714e-09,2.2109407321604597e-09,1.7601006411718415e-09,6.437843602773272e-10,2.1135685053574145e-10,3.9156348144362387e-11,2.678587173313519e-11,6.856871210574821e-12,1.619910686072605e-10,2.476106561873155e-09,1.5960361896623332e-10,4.7011879743547935e-11,5.7199861072122305e-12,9.991408197472092e-13,1.1100527001791392e-11,2.163969955825087e-12,4.413189577412411e-11,1.503741102500585e-12,8.778600764440712e-11,6.37236877753007e-12,3.593640013788556e-14,1.4926319657968222e-12,5.88850438353031e-14,3.167876820722674e-15,1.4362965308073757e-07,1.0948975302010285e-11,1.3865508571197925e-17,2.1378632821042975e-10
4.779664173456833e-10,33.258842089769935,0.98,0.0,0.0,0.0,0.019981884179294633,2.8963106323817227e-06,1.914294251173329e-06,4.775196150894289e-06,3.0546704527360895e-06,2.593165849068636e-06,3.283809407471235e-06,3.300295662751299e-06,2.7314953598881075e-06,3.4799251197307464e-06,2.8080292066324324e-06,8.569637040069791e-06,1.2104099207585698e-06,2.4895906245113455e-06,1.190102453027411e-06,1.5478525493315674e-06,4.6685789783008433e-07,1.8906799422599703e-07,9.214512880078337e-08,3.823867663704718e-08,1.0586851412297403e-08,6.121883578976542e-09,2.3674807781692503e-09,1.8855487296954953e-09,6.909250822603851e-10,2.2918799551061882e-10,4.3038167812234256e-11,2.936252264291863e-11,7.617222740685923e-12,1.7711173602179255e-10,2.656928041587667e-09,1.7304252880819655e-10,5.1623844486066554e-11,6.3620153576735515e-12,1.1259865212082785e-12,1.2260578943311241e-11,2.423435768170134e-12,4.7792474225101065e-11,1.6633932621326847e-12,9.260703045098472e-11,6.6741052457101454e-12,3.76382502532883e-14,1.5971249226592053e-12,6.339248208554197e-14,3.4049281996009336e-15,1.4692205113880736e-07,1.1401143714581199e-11,1.4850786404231244e-17,2.2318106306902424e-10
4.854519085087898e-10,33.25886213392301,0.98,0.0,0.0,0.0,0.019981600595730575,2.9190215262295623e-06,1.9292716907714673e-06,4.8583399693510555e-06,3.0920039895553103e-06,2.627707991111199e-06,3.3295230603560434e-06,3.344307904877405e-06,2.7655791334321992e-06,3.5346117473391147e-06,2.890117734829122e-06,8.820251758329823e-06,1.2484594911348094e-06,2.5320309963215988e-06,1.2328106794751327e-06,1.577948688759353e-06,4.787797316719654e-07,1.9555393249497527e-07,9.619799220072555e-08,4.000047970572555e-08,1.1158757000427266e-08,6.474654399545156e-09,2.531765279598182e-09,2.017249045080699e-09,7.405210752731756e-10,2.4813897031237746e-10,4.721917635535388e-11,3.213050832924133e-11,8.444909748820527e-12,1.9332766673823251e-10,2.8470985156035655e-09,1.8732016986801955e-10,5.658580419190317e-11,7.061592872535649e-12,1.2660509781826655e-12,1.3516841984841432e-11,2.7082929919523203e-12,5.1675814080679723e-11,1.8365494076478805e-12,9.760281024624637e-11,6.985530910100412e-12,3.9394932927639163e-14,1.7070925598346098e-12,6.816227210145826e-14,3.655338852656419e-15,1.5022561865986646e-07,1.1862664074849211e-11,1.588919081954566e-17,2.3281826886034268e-10
4.929373996718962e-10,33.258882321247384,0.98,0.0,0.0,0.0,0.019981317016191148,2.9414866361573647e-06,1.9440762462439287e-06,4.941669875490174e-06,3.1290635056194728e-06,2.662150179355246e-06,3.375041298987847e-06,3.3880548173386596e-06,2.7994293927170724e-06,3.5892567951991677e-06,2.973290912386498e-06,9.074071740905642e-06,1.287086128167362e-06,2.574207379950081e-06,1.2762468878908719e-06,1.6079712502344242e-06,4.907773608645368e-07,2.0213629975626194e-07,1.0034568576839183e-07,4.180716585123074e-08,1.1749199666565124e-08,6.840608945352695e-09,2.7040002296848597e-09,2.155369010442142e-09,7.926450469892854e-10,2.682548673638053e-10,5.1715592681413176e-11,3.509971120157583e-11,9.344358370986503e-12,2.1069465934710241e-10,3.046887650542044e-09,2.0246964265518698e-10,6.19162366515515e-11,7.822537740784872e-12,1.420406238831299e-12,1.4875180910533797e-11,3.0204584487181707e-12,5.579023192405371e-11,2.0240529827122e-12,1.0277628598664043e-10,7.306810851863209e-12,4.120719763429565e-14,1.822725410946745e-12,7.320487186093296e-14,3.919614496733737e-15,1.535398234403749e-07,1.2333500781596342e-11,1.698266392049833e-17,2.4269952375844704e-10
5.004228908350026e-10,33.25890265110624,0.98,0.0,0.0,0.0,0.019981033440676293,2.963712563250684e-06,1.9587130518753764e-06,5.025182676099641e-06,3.1658510059798978e-06,2.6964914440476704e-06,3.4203643364295335e-06,3.431537191427267e-06,2.8330476000326304e-06,3.6438585353085627e-06,3.0575455809856373e-06,9.331083453321315e-06,1.326289033666883e-06,2.6161176867136285e-06,1.3204073406425446e-06,1.6379164898196295e-06,5.028487087528747e-07,2.0881414020346484e-07,1.0458806406115335e-07,4.3658768902314764e-08,1.2358310270100884e-08,7.2199498428882105e-09,2.8843910291573077e-09,2.3000755137596677e-09,8.473698390978088e-10,2.8958142849878047e-10,5.654410418043948e-11,3.828027965975551e-11,1.0320177965490636e-11,2.2927004533655363e-10,3.256565035853934e-09,2.185244635984361e-10,6.763411896302846e-11,8.648826385453156e-12,1.5901853436714227e-12,1.6341681273823343e-11,3.3619488012578747e-12,6.014411748252334e-11,2.226780031229683e-12,1.08130374191813e-10,7.638109535406065e-12,4.307597698712373e-14,1.9442171400204665e-12,7.853095615900693e-14,4.198270211243877e-15,1.5686414365108417e-07,1.2813616902673426e-11,1.8133182999830536e-17,2.5282636318895e-10
5.07908381998109e-10,33.25892312286312,0.98,0.0,0.0,0.0,0.019980749869185955,2.985705600011638e-06,1.9731870214831927e-06,5.108875195630947e-06,3.2023684810184733e-06,2.7307307911594323e-06,3.4654924135604067e-06,3.4747558594054427e-06,2.866435210611446e-06,3.698415262473836e-06,3.1428785513805416e-06,9.59127342517067e-06,1.3660673964752366e-06,2.6577601170581275e-06,1.3652882591517791e-06,1.6677808740258917e-06,5.149917451522476e-07,2.1558649567909274e-07,1.0892495263895016e-07,4.555530679072406e-08,1.2986210976762861e-08,7.612876207106512e-09,3.073142377709024e-09,2.451534815335634e-09,9.047683881252793e-10,3.121650222737812e-10,6.172186348484632e-11,4.168262624874238e-11,1.137716327018922e-11,2.491126820286039e-10,3.476400022053234e-09,2.35518545579495e-10,7.375892221368348e-11,9.544594043203694e-12,1.7765840953081185e-12,1.7922651520451488e-11,3.734883069453234e-12,6.474592780491997e-11,2.4456394816830585e-12,1.1366796857784026e-10,7.979590933984177e-12,4.500221153747685e-14,2.0717645196198055e-12,8.415141598025226e-14,4.491830384366433e-15,1.6019806751768906e-07,1.3302974274200733e-11,1.93427603473266e-17,2.632002807743422e-10
5.228793643243219e-10,33.25896448952802,0.98,0.0,0.0,0.0,0.01998018273827859,3.0290167226701263e-06,2.0016650616410706e-06,5.2767867794437585e-06,3.2746012439249925e-06,2.7988996681286864e-06,3.555164781557484e-06,3.560405596058063e-06,2.9325244271928436e-06,3.807386970111196e-06,3.3167664827886697e-06,1.012113456627885e-05,1.447347185753957e-06,2.7402354939931376e-06,1.4571961980727247e-06,1.7272539394512037e-06,5.394849897227782e-07,2.294109106382064e-07,1.1788142439253725e-07,4.94831823524662e-08,1.4298828845143052e-08,8.440264167149408e-09,3.4765414263698207e-09,2.775373214086888e-09,1.027878760807546e-09,3.6129178389307475e-10,7.319603960092509e-11,4.919561243117719e-11,1.3754748033547594e-11,2.928427146609499e-10,3.947618113552794e-09,2.724620141994573e-10,8.73096110653218e-11,1.1561908570307541e-11,2.2043475831990694e-12,2.1454360928499983e-11,4.5840854019790166e-12,7.47274544204063e-11,2.9355571119896385e-12,1.2530513484362398e-10,8.69375516487028e-12,4.903072506693329e-14,2.3458287326871643e-12,9.632010290376639e-14,5.1258078749793034e-15,1.6689272775871722e-07,1.4309254478551655e-11,2.1947312816372297e-17,2.8469512118802547e-10
5.378503466505347e-10,33.25900641616151,0.98,0.0,0.0,0.0,0.019979615623468606,3.071464779787089e-06,2.0295456341202824e-06,5.445379587940625e-06,3.3457774280285214e-06,2.866648587477482e-06,3.6440608345492475e-06,3.645011407726608e-06,2.997708543114337e-06,3.9161587253337504e-06,3.4949285538002114e-06,1.0663548554561226e-05,1.5309187553020164e-06,2.8216242316925927e-06,1.5519398115871815e-06,1.7863660275285984e-06,5.642417473395748e-07,2.4360185393990655e-07,1.272131679802569e-07,5.35906378692943e-08,1.56878629567283e-08,9.324295060254624e-09,3.915817105308562e-09,3.1281984584443646e-09,1.162560140062498e-09,4.1601777297695294e-10,8.628449747134606e-11,5.772717205773347e-11,1.6519250878134568e-11,3.42385793258072e-10,4.462686130866084e-09,3.135785460333827e-10,1.0273372295111129e-10,1.3910785877683263e-11,2.714583899458006e-12,2.5525306307303277e-11,5.587157478385449e-12,8.580359796259962e-11,3.5017439845572535e-12,1.3771046609081133e-10,9.450604093424531e-12,5.330006063366477e-14,2.646553544586504e-12,1.0980235679931647e-13,5.825926096380666e-15,1.7361990038412743e-07,1.5352014869401485e-11,2.4813111875861054e-17,3.071951926008879e-10
5.528213289767476e-10,33.259048897694285,0.98,0.0,0.0,0.0,0.01997904852475554,3.113090589139329e-06,2.0568610747570456e-06,5.6146288838872774e-06,3.415912439079584e-06,2.9339692754284054e-06,3.73218336491523e-06,3.7285811738019238e-06,3.0619989460529746e-06,4.0247176878226275e-06,3.6773380916025633e-06,1.1218409605924291e-05,1.6167751703890624e-06,2.9019206062692723e-06,1.6494877995343238e-06,1.8450955006757107e-06,5.892473551018805e-07,2.5815163201470884e-07,1.3691785652803133e-07,5.7877297345834316e-08,1.71539946325211e-08,1.0266434355686373e-08,4.392571647109072e-09,3.511309411071513e-09,1.309395687870922e-09,4.767341786208123e-10,1.0114078175819943e-10,6.736988746912061e-11,1.9715891126323492e-11,3.9826673150896787e-10,5.023734882919593e-09,3.5915174309469365e-10,1.2020417152064487e-10,1.6630141453927225e-11,3.319293827176973e-12,3.0194164933045185e-11,6.764983510847066e-12,9.804385919221819e-11,4.152677991568543e-12,1.5090625916737885e-10,1.0251427661386129e-11,5.781751112378042e-14,2.9756227120204256e-12,1.2469301114748452e-13,6.596709376382704e-15,1.8037582553642695e-07,1.643091472256099e-11,2.795749460561297e-17,3.3071103147024817e-10
5.677923113029604e-10,33.25909192906869,0.98,0.0,0.0,0.0,0.019978481442138936,3.1539314229744363e-06,2.083641046925012e-06,5.784510239163806e-06,3.4850214582016817e-06,3.000853534626314e-06,3.819535489252694e-06,3.811123206714563e-06,3.1254069107524495e-06,4.133051363588989e-06,3.86396790469012e-06,1.1785612688198417e-05,1.7049093090118817e-06,2.981122001320943e-06,1.7498085573059089e-06,1.9034232481550834e-06,6.144878055988373e-07,2.7305256291346304e-07,1.4699280155671165e-07,6.234257902314899e-08,1.8697782430747415e-08,1.1268090759912119e-08,4.908387034825541e-09,3.925987208861651e-09,1.468966695867449e-09,5.438400343611557e-10,1.1792543214468157e-10,7.822033361509075e-11,2.3393013199823343e-11,4.6103370591432406e-10,5.632877468873374e-09,4.094697049514616e-10,1.399011245904606e-10,1.9761522409201365e-11,4.031643473433469e-12,3.552333842375824e-11,8.140312494258809e-12,1.1151828024397254e-10,4.897380972471366e-12,1.6491441876586118e-10,1.1097503970066416e-11,6.259028774222579e-14,3.334767482151225e-12,1.4109027892361468e-13,7.442825229156684e-15,1.8715688053602918e-07,1.754560142014624e-11,3.139833734906493e-17,3.552525902110532e-10
5.827632936291733e-10,33.25913550524226,0.98,0.0,0.0,0.0,0.019977914375618338,3.1940213754547288e-06,2.109912777457367e-06,5.9549995408387635e-06,3.553119445158768e-06,3.0672933483477124e-06,3.906120615088155e-06,3.8926461931941094e-06,3.1879435991127616e-06,4.241147598912945e-06,4.0547902915274594e-06,1.2365053461995047e-05,1.795313868657559e-06,3.0592285111069206e-06,1.85287026612726e-06,1.9613324543912085e-06,6.399497186746339e-07,2.882969891221e-07,1.5743498337706627e-07,6.698571028729242e-08,2.0319667833351528e-08,1.2330616390256547e-08,5.464822499146812e-09,4.373493143325328e-09,1.6418515994888586e-09,6.177415016582949e-10,1.3680578836808127e-10,9.037898200298189e-11,2.7602121488594866e-11,5.312577796452529e-10,6.29220528042506e-09,4.6482443326329213e-10,1.6201174372160377e-10,2.3349118620566044e-11,4.8660136990989235e-12,4.157898866479444e-11,9.737827394410563e-12,1.262972777133992e-10,5.745421094028715e-12,1.7975645101518746e-10,1.1990098093701513e-11,6.762552866751718e-14,3.725765799807992e-12,1.5909571966581935e-13,8.369082253961567e-15,1.9395957406163037e-07,1.8695712493013152e-11,3.515404810239188e-17,3.8082926316285145e-10
5.977342759553861e-10,33.259179621188046,0.98,0.0,0.0,0.0,0.01997734732519329,3.2333916934088324e-06,2.1357012731602633e-06,6.126072996186259e-06,3.6202211415861117e-06,3.1332809663165645e-06,3.991942410354942e-06,3.973159141402879e-06,3.2496200603226367e-06,4.348994574337376e-06,4.249777054691747e-06,1.295662823293084e-05,1.8879813730690927e-06,3.1362425852498293e-06,1.958640973259361e-06,2.0188083864371077e-06,6.65620313826225e-07,3.0387728898988336e-07,1.6824107986492662e-07,7.180574196288595e-08,2.20199809637131e-08,1.345530708911294e-08,6.063412238090088e-09,4.855066734751094e-09,1.8286250571742272e-09,6.988511625728311e-10,1.57955776579263e-10,1.0395009733183114e-10,3.23979067397271e-11,6.095323724447858e-10,7.003784292180691e-09,5.255112490382988e-10,1.8672990661628662e-10,2.7439765092245868e-11,5.838047163272199e-12,4.8431066186177414e-11,1.158421094838643e-11,1.4245148211647502e-10,6.706913571468249e-12,1.9545345817802408e-10,1.2930461001386638e-11,7.293029487386384e-14,4.1504414966200175e-12,1.788142038011644e-13,9.38042795825774e-15,2.0078054102441663e-07,1.9880877447176898e-11,3.924355860570102e-17,4.074499115419295e-10
6.12705258281599e-10,33.25922427189728,0.98,0.0,0.0,0.0,0.01997678029086333,3.2720710727231134e-06,2.1610295187254446e-06,6.297707136724538e-06,3.68634107417693e-06,3.1988089739351693e-06,4.077004775520913e-06,4.05267133357534e-06,3.3104472310332935e-06,4.456580798731609e-06,4.448899519588674e-06,1.3560233913993722e-05,1.9829041789858996e-06,3.212168712232741e-06,2.0670886628138367e-06,2.0758381997901503e-06,6.9148738335612e-07,3.197858868529673e-07,1.7940749358990567e-07,7.680156195128383e-08,2.3798946287371978e-08,1.4643402864732055e-08,6.7056633574774315e-09,5.371923998481867e-09,2.029857095835681e-09,7.875873254192525e-10,1.815556791555966e-10,1.1904162773949978e-10,3.783826399782906e-11,6.964726812644071e-10,7.769651645003078e-09,5.91828225732095e-10,2.1425591497930207e-10,3.2082935735241783e-11,6.964692671724071e-12,5.615333111773604e-11,1.3708207739167939e-11,1.60051584508295e-10,7.792519754449655e-12,2.1202613440067222e-10,1.391982857872788e-11,7.851156152808452e-14,4.610663466011632e-12,2.003538744870665e-13,1.0481946517367483e-14,2.0761653805086768e-07,2.110071938797276e-11,4.3686316180740606e-17,4.3512288733249803e-10
6.276762406078118e-10,33.25926945238071,0.98,0.0,0.0,0.0,0.019976213272628014,3.3100859214255256e-06,2.1859186562941026e-06,6.469878821315523e-06,3.7514935578178703e-06,3.2638703459362557e-06,4.1613118183297895e-06,4.131192283998377e-06,3.3704359355732215e-06,4.5638951034382635e-06,4.652128557170835e-06,1.4175767997350936e-05,2.0800744828361174e-06,3.2870131404299766e-06,2.1781813175086654e-06,2.132410762305818e-06,7.175392663852742e-07,3.36015261888482e-07,1.9093037724863913e-07,8.19719081725413e-08,2.5656688259718515e-08,1.5896088450299527e-08,7.393054034334276e-09,5.9252559049957794e-09,2.246112324560082e-09,8.843733465428362e-10,2.0779188943571058e-10,1.3576508929178369e-10,4.3984301993292627e-11,7.927150546448352e-10,8.591812530602336e-09,6.64075640853027e-10,2.4479618974294614e-10,3.733072861639862e-11,8.264246531226084e-12,6.482336670257195e-11,1.6140682211533242e-11,1.7916819097126148e-10,9.013444573257806e-12,2.2949476249372598e-10,1.4959420741575016e-11,8.43762137898722e-14,5.108344826920858e-12,2.2382610712903095e-13,1.1678856479166642e-14,2.1446443952639443e-07,2.235485644837656e-11,4.850227534583381e-17,4.6385605606255795e-10
6.426472229340247e-10,33.25931515767029,0.98,0.0,0.0,0.0,0.019975646270486872,3.3474605928490827e-06,2.2103881482028706e-06,6.642565238421692e-06,3.8156926986750795e-06,3.3284584865138796e-06,4.244867830938112e-06,4.208731701794571e-06,3.429596886202487e-06,4.67092663650092e-06,4.859434609825409e-06,1.4803128534247475e-05,2.179484327371972e-06,3.360783632805272e-06,2.2918869723130665e-06,2.1885164946988007e-06,7.437648237556944e-07,3.5255795581973654e-07,2.0280565747445213e-07,8.731538082073141e-08,2.759323689208096e-08,1.721449396760274e-08,8.12703189244018e-09,6.5162270243990246e-09,2.4779492142868202e-09,9.896369697180173e-10,2.368566531158392e-10,1.5423544541064226e-10,5.0900344207985135e-11,8.989163247059153e-10,9.472237367843903e-09,7.425554472184515e-10,2.7856295567087977e-10,4.32378430289564e-11,9.75639077091204e-12,7.452258566802104e-11,1.8914672531604864e-11,1.998716851670107e-10,1.0381432396888732e-11,2.4787921166666535e-10,1.6050440641986384e-11,9.053104230873974e-14,5.6454420780333014e-12,2.4934546675899394e-13,1.2976508420456076e-14,2.2132123410431955e-07,2.3642903041137182e-11,5.371188923277639e-17,4.936568185006366e-10
6.576182052602376e-10,33.25936138282081,0.98,0.0,0.0,0.0,0.01997507928443945,3.3842175934926317e-06,2.2344559251239294e-06,6.815743907648676e-06,3.878952397235929e-06,3.3925672585517657e-06,4.327677269132989e-06,4.285299457773974e-06,3.4879406834040936e-06,4.777664856964532e-06,5.070787719458535e-06,1.544221412129986e-05,2.2811256082439055e-06,3.4334892500320255e-06,2.408173761260131e-06,2.24414722544964e-06,7.701534138159218e-07,3.69406579638929e-07,2.1502905715948628e-07,9.283045396891178e-08,2.960853321071262e-08,1.8599695677967907e-08,8.909012571593554e-09,7.145974339293035e-09,2.7259194387904965e-09,1.1038096839456579e-09,2.689477984345096e-10,1.7457098207012678e-10,5.865392209356704e-11,1.0157531017497175e-09,1.0412859250814271e-08,8.275707642719142e-10,3.1577391765958073e-10,4.986154898246104e-11,1.1462228181026833e-11,8.533622997470035e-11,2.2065440323022652e-11,2.2223209886331755e-10,1.1908761400460004e-11,2.6719893610583556e-10,1.7194073957812778e-11,9.698273910904526e-14,6.2239542442365775e-12,2.770296635073125e-13,1.438038256216371e-14,2.2818402156245388e-07,2.496447096152522e-11,5.933610083289865e-17,5.245321313547137e-10
