Time (s),Volume (m^3),Ar,He,Ne,N2,C12H26(1),C6H13(16),C10H21(6),C2H5(7),C9H19(4),C3H7(5),C8H17(10),C4H9(11),C7H15(13),C5H11(14),CH3(19),C2H4(25),H(9),C6H13(35),C3H6(75),C10H21(55),C7H14(95),C7H14(139),C7H14(156),C7H14(155),C7H14(170),C7H14(184),C7H14(223),C7H14(224),C7H14(222),C7H14(240),C7H14(289),C7H14(288),C7H14(315),C7H14(268),C7H14(206),C7H14(347),C7H14(346),C7H14(314),C7H14(332),C7H14(313),C7H14(397),C7H14(239),C7H14(345),C4H7(159),C4H7(143),C4H7(453),C4H6(450),C4H6(445),C4H6(463),C3H7(77),C3H6(124),C4H6(447),C3H5(121)
4.000578674774273e-09,33.27671470445248,0.98,0.0,0.0,0.0,0.019848875732460695,6.129729852501457e-06,4.110019918687024e-06,3.910316721967654e-05,7.956843753494092e-06,9.28680176786678e-06,1.1969665372851546e-05,9.935252014649055e-06,7.351037139274337e-06,1.746969470632472e-05,0.00010816511850222681,0.00032313019742063516,6.42719662117219e-05,8.630972985725818e-06,5.928109239269705e-05,6.967471977678211e-06,5.75231102510036e-06,5.369045984970865e-06,5.178523791456681e-06,2.622548430962237e-06,1.2144912136291547e-06,1.8198061711585383e-06,1.7182256659498604e-06,1.333862908282386e-06,7.126696891800032e-07,6.491505309538704e-07,3.5547945809192393e-07,2.587614045478099e-07,2.142286121056896e-07,1.3294735874715584e-06,2.158475694086561e-06,3.9534066605460983e-07,3.683379007452729e-07,1.4811449481028283e-07,1.0660855683070256e-07,3.433777668647652e-07,2.1667809636219492e-07,8.197392172606147e-08,3.007627608112987e-08,3.839845593447851e-08,2.3049082436240632e-09,1.3006717747472733e-11,6.626370524038569e-09,4.214612683174599e-10,1.864559566886989e-11,9.885973370241804e-07,7.222083775771493e-10,7.144008356444435e-14,3.295421254294738e-08
4.087889443700746e-09,33.27726010288517,0.98,0.0,0.0,0.0,0.01984559028007407,6.146014923595519e-06,4.120527578157094e-06,3.962714039197288e-05,7.968758109195175e-06,9.326962447251194e-06,1.2022420242883848e-05,9.963003766520842e-06,7.3626672071802266e-06,1.757364007317276e-05,0.00011157884826025362,0.00033341683365723234,6.6572753719296e-05,8.660069056975048e-06,6.112671531678054e-05,6.994696253384995e-06,5.8371825727963885e-06,5.4730275244758515e-06,5.291866697981687e-06,2.684729904423388e-06,1.2456001458298075e-06,1.8887586488019557e-06,1.7904290164373676e-06,1.3886783523174866e-06,7.450067357914802e-07,6.831834415268625e-07,3.753667539869349e-07,2.7448089946277543e-07,2.2823237381703433e-07,1.4038124757653136e-06,2.2464170219199506e-06,4.144216243073708e-07,3.8827132897795896e-07,1.57228098914351e-07,1.1405824351515317e-07,3.6856896405244746e-07,2.3358563230150664e-07,8.584077755884545e-08,3.184020075152261e-08,4.025189030259036e-08,2.417307224608556e-09,1.3641014735662739e-11,7.125307727796657e-09,4.5399462088697027e-10,2.006549084594574e-11,9.94163109100367e-07,7.450885791576287e-10,7.687196587346557e-14,3.43435591290985e-08
4.175200212627219e-09,33.277807469562426,0.98,0.0,0.0,0.0,0.019842305371506653,6.161317103555868e-06,4.130346075052911e-06,4.013601313040548e-05,7.979584272306148e-06,9.364741272663915e-06,1.2072077209114647e-05,9.988956190774834e-06,7.373242381003333e-06,1.767147716517628e-05,0.00011500686756375306,0.0003437539379246787,6.889438365406074e-05,8.68742477752037e-06,6.297903719527332e-05,7.020172417556726e-06,5.920283820629089e-06,5.57527972128766e-06,5.403547631808491e-06,2.7461996416051825e-06,1.2763987729002355e-06,1.958090936163276e-06,1.863271805226096e-06,1.4439153477937073e-06,7.777212781756827e-07,7.178576939863093e-07,3.9567176151837165e-07,2.9061628735471434e-07,2.426488698640478e-07,1.4795763513197813e-06,2.3348872690364052e-06,4.3375353221415e-07,4.0856296334601264e-07,1.6657341012289847e-07,1.217512028102172e-07,3.947475823339962e-07,2.5121565171695187e-07,8.976516011339678e-08,3.364106009737224e-08,4.214097105043421e-08,2.5319138108502048e-09,1.4287770431061718e-11,7.647997995714522e-09,4.881203533818646e-10,2.1553811661954224e-11,9.994097470098199e-07,7.680553935422971e-10,8.256529721616286e-14,3.575329118319598e-08
4.262510981553692e-09,33.278356701080526,0.98,0.0,0.0,0.0,0.019839021006668407,6.175692110673531e-06,4.139517760800455e-06,4.063010681131808e-05,7.989411594795992e-06,9.400268774925159e-06,1.2118807575053918e-05,1.0013226131979707e-05,7.382849009530958e-06,1.7763524773656766e-05,0.00011844832692909445,0.000354138978912858,7.123614794893916e-05,8.713140351126653e-06,6.483766054729665e-05,7.044007891890497e-06,6.00167460956065e-06,5.675844522539583e-06,5.513597618036848e-06,2.806967454708322e-06,1.306888687695394e-06,2.0277740641215588e-06,1.936717265520119e-06,1.4995466972592714e-06,8.107934688969029e-07,7.531530398728984e-07,4.1638171972384753e-07,3.071587894930433e-07,2.5746981944933316e-07,1.5567034648075931e-06,2.423836628432886e-06,4.533227307452647e-07,4.291971574850227e-07,1.7614417167642204e-07,1.296830693843731e-07,4.2190938170812884e-07,2.695669923416902e-07,9.374519919672667e-08,3.547731399242834e-08,4.406507089383477e-08,2.648689478070105e-09,1.494676742099134e-11,8.194890664349295e-09,5.238697694706348e-10,2.3111873653744988e-11,1.004354625962065e-06,7.911036900056928e-10,8.852509976253989e-14,3.7182997770935e-08
4.3498217504801654e-09,33.27890769950311,0.98,0.0,0.0,0.0,0.019835737185469344,6.189192416611524e-06,4.148082384708269e-06,4.1109744602409084e-05,7.998322093935462e-06,9.433668702946536e-06,1.2162773442092004e-05,1.0035922171557447e-05,7.391566396085693e-06,1.7850087931825504e-05,0.00012190242349427331,0.0003645695534578611,7.359736197484476e-05,8.737309878808466e-06,6.670221042013569e-05,7.066303497979888e-06,6.08141358275774e-06,5.7747646210260425e-06,5.62204944101754e-06,2.867044283736103e-06,1.3370722114394453e-06,2.0977809035396607e-06,2.010730540148126e-06,1.5555467483549828e-06,8.442042552874633e-07,7.890496402658151e-07,4.374840765295576e-07,3.240995408744691e-07,2.7268677510606207e-07,1.6351333240546084e-06,2.513218195644139e-06,4.731160433785913e-07,4.501586289305478e-07,1.8593412527911978e-07,1.3784932722215136e-07,4.5004902448030526e-07,2.886375796400081e-07,9.777908532580244e-08,3.734744759388511e-08,4.6023573129743215e-08,2.7675963112443937e-09,1.5617791730860753e-11,8.766427171597327e-09,5.612736237836826e-10,2.474096924543414e-11,1.009014215412885e-06,8.142286290429353e-10,9.475630746978509e-14,3.86322819064344e-08
4.4371325194066385e-09,33.279460372013766,0.98,0.0,0.0,0.0,0.01983245390781945,6.201867454009029e-06,4.156077253808389e-06,4.1575250495672966e-05,8.006391054164552e-06,9.46505835923102e-06,1.2204128182998306e-05,1.005714526990995e-05,7.399467369875643e-06,1.793145820340805e-05,0.00012536839859407867,0.0003750433799119499,7.597736377181017e-05,8.760021787022623e-06,6.85723330755223e-05,7.087153862741144e-06,6.159558110048133e-06,5.872083206494521e-06,5.728937312779699e-06,2.926442023501569e-06,1.36695230172967e-06,2.1680860638495325e-06,2.0852786006786153e-06,1.6118913201328023e-06,8.779353676496077e-07,8.255280840823232e-07,4.5896650688262677e-07,3.414296199953221e-07,2.882911607821766e-07,1.7148068100022978e-06,2.602987843749062e-06,4.931207776653138e-07,4.7143248135768315e-07,1.9593703119630017e-07,1.4624533572830015e-07,4.791601472564237e-07,3.0842448035093883e-07,1.0186506797088863e-07,3.924997498852033e-08,4.801587187377729e-08,2.888597024011699e-09,1.6300632933749035e-11,9.363041191464776e-09,6.003621308004308e-10,2.644236813536614e-11,1.0134041260530072e-06,8.374256452943106e-10,1.0126376755748962e-13,4.01007602643764e-08
4.524443288333112e-09,33.28001463066004,0.98,0.0,0.0,0.0,0.019829171173628778,6.213763807854433e-06,4.163537382857073e-06,4.202694844417364e-05,8.013687579404602e-06,9.494548917689026e-06,1.224301689267516e-05,1.0076989354666468e-05,7.40661881140206e-06,1.8007914004505998e-05,0.00012884553545526643,0.0003855582918602561,7.837551330478002e-05,8.781359217736929e-06,7.044769476176292e-05,7.106647798880258e-06,6.236164227422218e-06,5.967843746344654e-06,5.8342965772964835e-06,2.985173368227063e-06,1.3965324692878259e-06,2.238665795645355e-06,2.1603301674685576e-06,1.6685576311024066e-06,9.119693051160143e-07,8.625694023845139e-07,4.808169276753477e-07,3.591400758190932e-07,3.0427430655246037e-07,1.795666272441245e-06,2.6931041001871068e-06,5.133247243310754e-07,4.930042224140501e-07,2.0614668608988785e-07,1.548663537101495e-07,5.092354313990515e-07,3.289239554408208e-07,1.0600145377325292e-07,4.118344227143796e-08,5.004137222974781e-08,3.0116549734382263e-09,1.699508423380109e-11,9.985158771585172e-09,6.411649739987692e-10,2.8217317692234758e-11,1.0175391539338363e-06,8.606904316004242e-10,1.0805224201801273e-13,4.158806287557693e-08
4.611754057259585e-09,33.280570392081955,0.98,0.0,0.0,0.0,0.01982588898280735,6.224925392453511e-06,4.170495635145324e-06,4.2465161592362444e-05,8.020275100231431e-06,9.522245725375424e-06,1.227957681717806e-05,1.0095541860047735e-05,7.413082135804498e-06,1.807972095152273e-05,0.00013233315700490088,0.0003961122321639968,8.079119174328942e-05,8.801400385162263e-06,7.232798056389298e-05,7.12486866204944e-06,6.311286589675479e-06,6.062089792607622e-06,5.938163446955788e-06,3.043251672034803e-06,1.4258167026536892e-06,2.309497897394134e-06,2.235855631126095e-06,1.7255242293069647e-06,9.462893196013031e-07,9.001550792003901e-07,5.030235098499693e-07,3.7722195214289295e-07,3.206274801632765e-07,1.87765560759319e-06,2.783528026013285e-06,5.337161542620626e-07,5.148597776270514e-07,2.1655693877342717e-07,1.6370756133974793e-07,5.402666716958344e-07,3.50131512198923e-07,1.1018660475895264e-07,4.314643011230877e-08,5.209949040049093e-08,3.1367341707589803e-09,1.770094252680871e-11,1.0633198472573158e-08,6.837113151946244e-10,3.0067043357557646e-11,1.0214333219997896e-06,8.840189240829224e-10,1.1512640915126303e-13,4.309383280971682e-08
4.699064826186058e-09,33.2811275772697,0.98,0.0,0.0,0.0,0.01982260733526523,6.235393615459051e-06,4.176982854719802e-06,4.2890211590958646e-05,8.026211839810454e-06,9.548248589388941e-06,1.2313937762004436e-05,1.0112884221785373e-05,7.41891373763657e-06,1.8147132229319617e-05,0.00013583062378579497,0.0004067032473115829,8.322380076423017e-05,8.820218902931335e-06,7.421289332534467e-05,7.141894686216765e-06,6.384978434589762e-06,6.154864812503348e-06,6.040574768068372e-06,3.1006908238301428e-06,1.4548094001030734e-06,2.3805616262651497e-06,2.311826975701959e-06,1.7827709246011716e-06,9.808793982003218e-07,9.382670592911682e-07,5.255746880185754e-07,3.956663095603056e-07,3.373419156239628e-07,1.9607203194529977e-06,2.874223097986087e-06,5.542838136736994e-07,5.369855008183195e-07,2.2716170406165642e-07,1.727640802130336e-07,5.72244843060892e-07,3.720419552731679e-07,1.1441893656289051e-07,4.513755586048036e-08,5.418965374774002e-08,3.263799288609811e-09,1.8418008441064674e-11,1.1307571508488461e-08,7.280298040137662e-10,3.1992749052262894e-11,1.0250999192682724e-06,9.074072881635868e-10,1.2249086511532269e-13,4.461772584827413e-08
4.786375595112531e-09,33.28168611132742,0.98,0.0,0.0,0.0,0.019819326230912485,6.245207530009201e-06,4.1830279904816345e-06,4.330241798950681e-05,8.031551241593038e-06,9.572652049764821e-06,1.2346222480438508e-05,1.0129092331025764e-05,7.424165399789812e-06,1.8210388975235732e-05,0.00013933733197458038,0.0004173294820633874,8.56727618771118e-05,8.837884084403838e-06,7.610215263639423e-05,7.157799298434825e-06,6.45729155744218e-06,6.246212040508494e-06,6.14156781298063e-06,3.157505135420679e-06,1.4835153082328118e-06,2.45183761304066e-06,2.3882177038084326e-06,1.8402787232269769e-06,1.01572424430141e-06,9.76887753193535e-07,5.484591678538937e-07,4.1446424518199055e-07,3.544088390271378e-07,2.0448075664265595e-06,2.9651550937286343e-06,5.750169176908253e-07,5.593681813688257e-07,2.37954974858414e-07,1.820309916106322e-07,6.051601651398255e-07,3.946494364949887e-07,1.1869691667179539e-07,4.71554752306245e-08,5.631130080683039e-08,3.3928156651365385e-09,1.9146086360636526e-11,1.2008681887866193e-08,7.741485874524811e-10,3.3995617585708473e-11,1.0285515378349215e-06,9.308519054585255e-10,1.3015012548649365e-13,4.615941014995319e-08
4.873686364039004e-09,33.28224592325339,0.98,0.0,0.0,0.0,0.0198160456696592,6.254403976002182e-06,4.188658212637482e-06,4.370209769984731e-05,8.036342361746238e-06,9.59554563919409e-06,1.2376547042781006e-05,1.0144236950585871e-05,7.428884669263064e-06,1.8269720674858302e-05,0.00014285271149775246,0.0004279891743755276,8.81375157711784e-05,8.854461218709292e-06,7.799549388468432e-05,7.172651414211507e-06,6.528276294664582e-06,6.3361743499088736e-06,6.2411800964016125e-06,3.2137092417315614e-06,1.5119394666624576e-06,2.523307781052461e-06,2.4650027638404647e-06,1.8980297647640545e-06,1.0508092576696913e-06,1.016000039854326e-06,5.716659314980682e-07,4.3360691027521206e-07,3.7181949178161464e-07,2.1298661947619757e-06,3.0562919801736786e-06,5.959051425599534e-07,5.81995048669202e-07,2.4893083262531656e-07,1.9150335306708207e-07,6.39002164711003e-07,4.1794750336110767e-07,1.2301906269412067e-07,4.91988836096334e-08,5.846388126184136e-08,3.5237493053555177e-09,1.988498443298259e-11,1.2736926554803768e-08,8.220953194862799e-10,3.607681106555746e-11,1.0318001078671109e-06,9.543493614847151e-10,1.381086268227307e-13,4.7718565910785844e-08
4.960997132965477e-09,33.28280694573056,0.98,0.0,0.0,0.0,0.019812765651415477,6.2630177115200515e-06,4.193899021975807e-06,4.4089564523880154e-05,8.040630229239871e-06,9.617014130408997e-06,1.2405021187306874e-05,1.0158384096849895e-05,7.4331152024304544e-06,1.8325345565620842e-05,0.00014637622424094608,0.00043868065058791497,9.061752168372102e-05,8.870011825092546e-06,7.989266736316264e-05,7.1865157146822314e-06,6.597981515507122e-06,6.4247941418544815e-06,6.339449213604083e-06,3.2693180120000867e-06,1.540087158313174e-06,2.5949552690825603e-06,2.54215847946124e-06,1.9560072615238365e-06,1.0861205137452533e-06,1.0555872671652436e-06,5.951842412285612e-07,4.5308552598077755e-07,3.89565151438822e-07,2.2158467602252627e-06,3.1476038054899987e-06,6.169386167069762e-07,6.048537740798714e-07,2.600834563704591e-07,2.0117621335407264e-07,6.737597357900911e-07,4.4192914605280495e-07,1.2738394066461068e-07,5.126651702424056e-08,6.064685588662385e-08,3.656566880129433e-09,2.0634514563190966e-11,1.3492695529618306e-08,8.718971706875752e-10,3.823747130700368e-11,1.0348569307387447e-06,9.778964341167657e-10,1.4637072822470488e-13,4.929488502099042e-08
5.04830790189195e-09,33.28336911492956,0.98,0.0,0.0,0.0,0.019809486176091434,6.271081535343298e-06,4.198774352430559e-06,4.446512873933682e-05,8.044456176386995e-06,9.637137772021265e-06,1.2431748653800229e-05,1.0171595390439448e-05,7.4368970823575895e-06,1.8377471044670826e-05,0.00014990736234677348,0.00044940232086204874,9.3112256788907e-05,8.884593887926233e-06,8.179343743102366e-05,7.199452906756179e-06,6.6664546206343165e-06,6.512113250042956e-06,6.436412698278692e-06,3.3243464708855957e-06,1.5679638647480005e-06,2.666764358144573e-06,2.619662481478705e-06,2.0141954404293048e-06,1.1216447423805182e-06,1.0956332506852626e-06,6.190036416055487e-07,4.7289139726226663e-07,4.076371502921397e-07,2.3027015394061563e-06,3.23906259464001e-06,6.381079108393135e-07,6.279324707094241e-07,2.7140713029243636e-07,2.110446259842301e-07,7.094211973668128e-07,4.6658684289296e-07,1.3179016338988524e-07,5.3357152807228495e-08,6.285969645677587e-08,3.791235723097149e-09,2.1394492396763664e-11,1.4276372048637134e-08,9.235808378170023e-10,4.0478720239989824e-11,1.0377327104507938e-06,1.001490082735206e-09,1.5494071288930278e-13,5.0888070720490514e-08
5.1356186708184234e-09,33.283932370322205,0.98,0.0,0.0,0.0,0.019806207243597204,6.278626401345464e-06,4.203306667353201e-06,4.482909673803094e-05,8.047858142317605e-06,9.655992513463631e-06,1.2456827500464517e-05,1.0183928378429632e-05,7.440267110447289e-06,1.842629407806202e-05,0.0001534456465970058,0.00046015267485530664,9.562121560648339e-05,8.898262074344206e-06,8.369758172385319e-05,7.211519967304033e-06,6.733741546732044e-06,6.5981728593916025e-06,6.532107898088254e-06,3.3788097285537155e-06,1.5955752261146005e-06,2.738720402038752e-06,2.697493642186771e-06,2.0725794873858346e-06,1.1573693062051033e-06,1.1361222707989593e-06,6.431139602955006e-07,4.930159252305508e-07,4.260268919189138e-07,2.390384531898538e-06,3.3306422486479453e-06,6.594040272642333e-07,6.512196912857419e-07,2.8289625020410273e-07,2.21103661338913e-07,7.459743487299489e-07,4.919126041673234e-07,1.3623638883907627e-07,5.5469609996487395e-08,6.510188563687616e-08,3.9277238258471055e-09,2.2164737292292682e-11,1.5088332702762864e-08,9.77172553359254e-10,4.280166031330279e-11,1.0404375834632778e-06,1.025127438015827e-09,1.6382278965129298e-13,5.249783725468262e-08
5.2229294397448965e-09,33.28449665450521,0.98,0.0,0.0,0.0,0.019802928853842924,6.285681525426924e-06,4.207517049875166e-06,4.51817707117514e-05,8.05087095157531e-06,9.673650219573539e-06,1.248035040495624e-05,1.0195436830547891e-05,7.443259074446084e-06,1.8472001608876757e-05,0.00015699062487527324,0.0004709302776196483,9.814390942974844e-05,8.911067936101662e-06,8.560489040970539e-05,7.2227703723566096e-06,6.799886776338184e-06,6.683013437271357e-06,6.6265718662141515e-06,3.4327229189071656e-06,1.6229270052845402e-06,2.810809761556947e-06,2.7756320122022277e-06,2.1311454941193943e-06,1.1932821787741782e-06,1.1770390685231e-06,6.675053077383239e-07,5.13450617974568e-07,4.447258658240075e-07,2.4788514544623144e-06,3.4223184476020023e-06,6.808183885702029e-07,6.747044243620043e-07,2.945453288494114e-07,2.3134841751900527e-07,7.834065223605934e-07,5.178980142600452e-07,1.4072131858173063e-07,5.7602749497614346e-08,6.73729168466187e-08,4.065999831579139e-09,2.2945072285679598e-11,1.5928947574524514e-08,1.0326980949797922e-09,4.5207374894645354e-11,1.0429811470451633e-06,1.0488057923168054e-09,1.7302109450971395e-13,5.4123909531761695e-08
5.31024020867137e-09,33.28506191303351,0.98,0.0,0.0,0.0,0.019799651006738757,6.292274485570649e-06,4.211425287716217e-06,4.552344838143595e-05,8.05352656982803e-06,9.690178875302673e-06,1.2502404950256263e-05,1.0206171011555113e-05,7.4459039946657146e-06,1.851477096225436e-05,0.00016054187070667925,0.000481733765713397,0.00010067986577220689,8.923060097065076e-06,8.751516548816141e-05,7.233254312215837e-06,6.8649333521986716e-06,6.766674676020801e-06,6.719841267354777e-06,3.486101145213931e-06,1.6500250558204963e-06,2.8830197422079415e-06,2.8540587598052377e-06,2.189880407444137e-06,1.229371922634509e-06,1.2183688401491973e-06,6.921680758063891e-07,5.341871000195755e-07,4.637256603335353e-07,2.5680597281662167e-06,3.514068557385511e-06,7.02342825800799e-07,6.983760890754301e-07,3.0634900021756874e-07,2.417740300124603e-07,8.217046343903701e-07,5.445342720701547e-07,1.452436962743166e-07,5.975547403788063e-08,6.967229410905333e-08,4.20603302747079e-09,2.3735324047204692e-11,1.6798580373372446e-08,1.0901827948824272e-09,4.769692866592523e-11,1.0453724862339458e-06,1.0725225906246114e-09,1.8253969213607952e-13,5.5766022782726734e-08
5.397550977597843e-09,33.285628094262464,0.98,0.0,0.0,0.0,0.019796373702194888,6.298431315562705e-06,4.215049952777873e-06,4.585442276556362e-05,8.05585433855925e-06,9.705642781016789e-06,1.2523073896074722e-05,1.0216177931853969e-05,7.448230350160079e-06,1.8554770245546793e-05,0.0001640989818708163,0.0004925618435151757,0.00010322862783233279,8.934284427628693e-06,8.942822012958485e-05,7.243018893338401e-06,6.928922895506982e-06,6.849195445550443e-06,6.811952296743225e-06,3.538959432434031e-06,1.6768752934270338e-06,2.9553385353321437e-06,2.9327561127789422e-06,2.248771980914495e-06,1.2656276674280715e-06,1.2600972308938505e-06,7.170929355913651e-07,5.552171205271333e-07,4.830179738794249e-07,2.6579684594337883e-06,3.605871540118178e-06,7.239695662391965e-07,7.22224528659595e-07,3.183020229520289e-07,2.5237568026780417e-07,8.60855232633387e-07,5.718122296876779e-07,1.4980230619630563e-07,6.192672793730055e-08,7.199953188386558e-08,4.347793335946685e-09,2.4535322832153067e-11,1.769758856900548e-08,1.149651549050133e-09,5.027136801309605e-11,1.047620199487911e-06,1.0962754220219766e-09,1.9238257736185413e-13,5.742392222506343e-08
5.484861746524316e-09,33.286195149198846,0.98,0.0,0.0,0.0,0.019793096940121498,6.3041765928787504e-06,4.218408475844897e-06,4.6174981983997144e-05,8.057881190483543e-06,9.720102738827784e-06,1.2542435436466506e-05,1.0225501578221737e-05,7.450264286487048e-06,1.8592158742056325e-05,0.00016766157908477394,0.0005034132797294854,0.00010578975397587002,8.944784207244018e-06,9.134387805196314e-05,7.2521083278113125e-06,6.9918956274403795e-06,6.930613754937716e-06,6.902940610856293e-06,3.5913126855954193e-06,1.7034836705641624e-06,3.0277551624724765e-06,3.011707302730974e-06,2.30780872880949e-06,1.3020390881392722e-06,1.3022103277134024e-06,7.422708344429849e-07,5.765325603444625e-07,5.025946248079649e-07,2.7485384158422664e-06,3.6977078682732036e-06,7.456912209100927e-07,7.462400028950133e-07,3.3039928294554053e-07,2.631486032586052e-07,9.008445422117514e-07,5.997224293191229e-07,1.543959718363766e-07,6.41154967205795e-08,7.435415488836076e-08,4.491251305031115e-09,2.5344902426313684e-11,1.8626323522547977e-08,1.2111288263537698e-09,5.2931721409975614e-11,1.0497324231075406e-06,1.1200620116435215e-09,2.0255367664299646e-13,5.90973627309821e-08
5.572172515450789e-09,33.28676303135981,0.98,0.0,0.0,0.0,0.019789820720428793,6.309533521184991e-06,4.221517216698129e-06,4.64854090938444e-05,8.059631847286552e-06,9.733616230364127e-06,1.256056344430854e-05,1.0234183126396934e-05,7.45202980655643e-06,1.8627087297069645e-05,0.0001712293047528902,0.0005142869040739677,0.0001083628172351137,8.954600276109309e-06,9.326197293294207e-05,7.260564111188567e-06,7.053890393470428e-06,7.010966722017592e-06,6.992841268608122e-06,3.643175653626383e-06,1.7298561539298844e-06,3.1002594228651435e-06,3.0908965118641266e-06,2.366979882387588e-06,1.3385963835763662e-06,1.344694651422169e-06,7.676929923706292e-07,5.981254380035325e-07,5.224475598375587e-07,2.8397319974458494e-06,3.7895594424165485e-06,7.675007718934493e-07,7.704131796649734e-07,3.4263579520563905e-07,2.740880941196119e-07,9.416585088057342e-07,6.282551384634889e-07,1.5902355452869968e-07,6.632080659162762e-08,7.673569790850579e-08,4.636378097943345e-09,2.616390008746331e-11,1.9585130615427797e-08,1.274638677515972e-09,5.567899979556687e-11,1.0517168544956451e-06,1.1438802130875876e-09,2.1305684949976e-13,6.078610850095309e-08
5.659483284377262e-09,33.287331696639505,0.98,0.0,0.0,0.0,0.019786545043027005,6.314524007848864e-06,4.2243915299208136e-06,4.678598195425276e-05,8.061129001141583e-06,9.746237586348367e-06,1.2577527703260153e-05,1.0242261137077265e-05,7.453548945932537e-06,1.865969869515639e-05,0.00017480182178017316,0.0005251816041389926,0.00011094740482463466,8.96377117692653e-06,9.5182347854889e-05,7.2684251894047415e-06,7.114944689989558e-06,7.090290550079935e-06,7.081688681945573e-06,3.6945628981100703e-06,1.7559987045457613e-06,3.1728418439121403e-06,3.1703088221492086e-06,2.426275348342164e-06,1.3752902551624005e-06,1.3875371482360799e-06,7.933508979052237e-07,6.199879147625912e-07,5.425688612824383e-07,2.9315132043151723e-06,3.881409512496797e-06,7.893915595319455e-07,7.947351257656487e-07,3.550067050678997e-07,2.8518951393058185e-07,9.83282839569926e-07,6.574003833506177e-07,1.6368395213870332e-07,6.854172379018442e-08,7.914370560207009e-08,4.783145482075356e-09,2.6992156483051292e-11,2.057434937583831e-08,1.340204743919994e-09,5.851419694450731e-11,1.0535807743184438e-06,1.1677280012558763e-09,2.2389588993030974e-13,6.248993274315108e-08
5.746794053303735e-09,33.28790110318291,0.98,0.0,0.0,0.0,0.01978326990782635,6.3191687368126134e-06,4.227045826661897e-06,4.7076973117348564e-05,8.062393481326152e-06,9.758018148323814e-06,1.2593394127800234e-05,1.0249771736736574e-05,7.454841933842569e-06,1.8690128027910524e-05,0.00017837881244647008,0.0005360963224107454,0.00011354311767292501,8.97233328752445e-06,9.710485478100434e-05,7.275728115433604e-06,7.175094692849836e-06,7.168620510875973e-06,7.1695165748694165e-06,3.745488766477506e-06,1.7819172602039473e-06,3.2454936344981893e-06,3.2499301668434444e-06,2.4856856693827917e-06,1.41211188609826e-06,1.4307251808487539e-06,8.192363035074567e-07,6.421122987756645e-07,5.629507531507851e-07,3.0238476009124705e-06,3.9732426026024205e-06,8.113572696033133e-07,8.191972971034461e-07,3.67507288827636e-07,2.964482947189727e-07,1.0257030417648895e-06,6.871479806624421e-07,1.6837609779737885e-07,7.077735384813586e-08,8.157773229564769e-08,4.931525817473494e-09,2.7829515625073777e-11,2.1594313602693712e-08,1.4078502662553776e-09,6.143828983035273e-11,1.0553310676233345e-06,1.1916034655949684e-09,2.350745277970318e-13,6.420861735930827e-08
5.834104822230208e-09,33.28847121126657,0.98,0.0,0.0,0.0,0.019779995314737096,6.323487237152388e-06,4.229493632603764e-06,4.735864974277648e-05,8.063444407156014e-06,9.769006422856024e-06,1.2608224971910696e-05,1.0256748784544573e-05,7.455927341044089e-06,1.8718503051478338e-05,0.00018195997733857434,0.0005470300534494124,0.00011614956996945748,8.98032094506837e-06,9.90293540606387e-05,7.28250719631961e-06,7.23437528745355e-06,7.245990933210585e-06,7.25635794999309e-06,3.7959673691973767e-06,1.8076177200544682e-06,3.3182066410174973e-06,3.3297472842920795e-06,2.5452019868655554e-06,1.4490529209502629e-06,1.474246519135074e-06,8.45341220598984e-07,6.644910484692291e-07,5.8358560621802e-07,3.1167022778596e-06,4.06504443909697e-06,8.333919205199665e-07,8.4379152839891e-07,3.801329538548584e-07,3.0785994374798294e-07,1.0689044591599317e-06,7.174875675644667e-07,1.7309895868300612e-07,7.302684076139369e-08,8.403734177713658e-08,5.081492044931792e-09,2.8675824803147443e-11,2.264535148700804e-08,1.4775980929939568e-09,6.445223898146505e-11,1.0569742439641808e-06,1.215504803715638e-09,2.4659643018465497e-13,6.594195263738968e-08
5.921415591156681e-09,33.28904198318558,0.98,0.0,0.0,0.0,0.019776721263669507,6.32749794761968e-06,4.231747642367778e-06,4.763127353350554e-05,8.064299328360898e-06,9.7792482285221e-06,1.262207902695334e-05,1.0263224026565282e-05,7.45682221561812e-06,1.8744944533356702e-05,0.00018554503433756706,0.0005579818412144773,0.00011876638872666293,8.987766562512143e-06,0.00010095571396209368,7.288794631174048e-06,7.292820100072879e-06,7.322435196462109e-06,7.342245061827652e-06,3.846012560557713e-06,1.8331059311294712e-06,3.390973305978885e-06,3.409747673946794e-06,2.6048160053945462e-06,1.4861054457060907e-06,1.5180893305670032e-06,8.716579142852496e-07,6.871167751995015e-07,6.044659421689544e-07,3.2100458116007615e-06,4.156801882038254e-06,8.554898506107078e-07,8.68510022504426e-07,3.928792382520074e-07,3.194200471520394e-07,1.1128723062674912e-06,7.484086300803717e-07,1.7785153484906654e-07,7.528936609168345e-08,8.652210708507526e-08,5.233017673794029e-09,2.953093451556734e-11,2.3727785730645743e-08,1.5494706886910963e-09,6.755698882932886e-11,1.0585164565813355e-06,1.2394303153674727e-09,2.584652027295065e-13,6.768973695142801e-08
