Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(9),H2(11),C2H3(14),C#C(20),C2H2(24),C3H7(16),C4H7(22),C4H7(41),C4H7(36),C4H6(42),C4H6(85),C4H6(65),C4H6(43),C4H7(26),C4H5(28),C4H5(180),C3H5(25)
0.000783575,0.223058454,0,0,0,0,0.114062662,0.000148406,0.000221854,0.067410893,5.89E-05,0.704198398,0.959713832,2.66E-05,0.135085311,8.96E-08,1.14E-07,4.91E-07,1.97E-09,1.83E-05,0.006078975,9.80E-06,0.000204909,5.25E-09,4.96E-09,1.41E-07,4.62E-12,2.32E-08
0.000789205,0.22323857,0,0,0,0,0.113087137,0.0001477,0.000220907,0.067593917,5.87E-05,0.704289371,0.961264557,2.66E-05,0.135805586,9.01E-08,1.13E-07,4.92E-07,1.98E-09,1.83E-05,0.00611471,9.86E-06,0.000206113,5.28E-09,4.97E-09,1.42E-07,4.65E-12,2.32E-08
0.000794834,0.223416877,0,0,0,0,0.112125002,0.000147002,0.000219966,0.067775414,5.85E-05,0.704371685,0.962799676,2.66E-05,0.136522371,9.05E-08,1.12E-07,4.92E-07,1.98E-09,1.83E-05,0.006150209,9.92E-06,0.00020731,5.31E-09,4.98E-09,1.43E-07,4.67E-12,2.32E-08
0.000800463,0.223593403,0,0,0,0,0.111176013,0.000146312,0.000219033,0.067955404,5.83E-05,0.704445546,0.964319443,2.66E-05,0.137235694,9.10E-08,1.12E-07,4.93E-07,1.98E-09,1.84E-05,0.006185474,9.97E-06,0.000208499,5.34E-09,4.98E-09,1.43E-07,4.69E-12,2.32E-08
0.000806093,0.223768178,0,0,0,0,0.11023993,0.000145628,0.000218107,0.068133907,5.81E-05,0.704511153,0.965824104,2.67E-05,0.13794558,9.15E-08,1.11E-07,4.93E-07,1.98E-09,1.84E-05,0.006220507,1.00E-05,0.000209679,5.37E-09,4.99E-09,1.44E-07,4.72E-12,2.32E-08
0.000811722,0.22394123,0,0,0,0,0.10931652,0.000144952,0.000217188,0.068310943,5.79E-05,0.7045687,0.967313902,2.67E-05,0.138652056,9.19E-08,1.11E-07,4.94E-07,1.99E-09,1.84E-05,0.00625531,1.01E-05,0.000210853,5.40E-09,4.99E-09,1.45E-07,4.74E-12,2.32E-08
0.000817352,0.224112586,0,0,0,0,0.108405555,0.000144282,0.000216276,0.068486531,5.77E-05,0.704618377,0.968789075,2.67E-05,0.139355149,9.24E-08,1.10E-07,4.94E-07,1.99E-09,1.84E-05,0.006289883,1.01E-05,0.000212018,5.43E-09,4.99E-09,1.45E-07,4.76E-12,2.31E-08
0.000822981,0.224282274,0,0,0,0,0.107506811,0.000143619,0.00021537,0.068660691,5.75E-05,0.704660366,0.970249852,2.67E-05,0.140054883,9.29E-08,1.09E-07,4.95E-07,1.99E-09,1.84E-05,0.006324228,1.02E-05,0.000213176,5.46E-09,5.00E-09,1.46E-07,4.79E-12,2.31E-08
0.00082861,0.224450319,0,0,0,0,0.106620071,0.000142963,0.000214472,0.06883344,5.73E-05,0.70469485,0.971696461,2.67E-05,0.140751285,9.33E-08,1.09E-07,4.95E-07,1.99E-09,1.85E-05,0.006358348,1.03E-05,0.000214326,5.49E-09,5.00E-09,1.47E-07,4.81E-12,2.31E-08
0.00083424,0.224616747,0,0,0,0,0.105745122,0.000142314,0.00021358,0.069004797,5.71E-05,0.704722002,0.973129125,2.68E-05,0.141444381,9.38E-08,1.08E-07,4.95E-07,1.99E-09,1.85E-05,0.006392243,1.03E-05,0.000215468,5.52E-09,5.01E-09,1.48E-07,4.83E-12,2.31E-08
0.000839869,0.224781584,0,0,0,0,0.104881755,0.000141671,0.000212695,0.069174781,5.69E-05,0.704741993,0.974548059,2.68E-05,0.142134194,9.43E-08,1.08E-07,4.96E-07,1.99E-09,1.85E-05,0.006425916,1.04E-05,0.000216603,5.55E-09,5.01E-09,1.48E-07,4.85E-12,2.31E-08
0.000845498,0.224944853,0,0,0,0,0.104029767,0.000141034,0.000211816,0.069343409,5.67E-05,0.704754991,0.975953479,2.68E-05,0.142820751,9.47E-08,1.07E-07,4.96E-07,2.00E-09,1.85E-05,0.006459367,1.04E-05,0.000217731,5.58E-09,5.01E-09,1.49E-07,4.88E-12,2.31E-08
0.000851128,0.22510658,0,0,0,0,0.103188956,0.000140404,0.000210944,0.069510698,5.66E-05,0.704761158,0.977345591,2.68E-05,0.143504076,9.52E-08,1.07E-07,4.97E-07,2.00E-09,1.85E-05,0.006492599,1.05E-05,0.000218851,5.60E-09,5.02E-09,1.50E-07,4.90E-12,2.31E-08
0.000856757,0.225266788,0,0,0,0,0.102359131,0.000139781,0.000210079,0.069676665,5.64E-05,0.704760653,0.9787246,2.68E-05,0.144184194,9.56E-08,1.06E-07,4.97E-07,2.00E-09,1.86E-05,0.006525613,1.05E-05,0.000219964,5.63E-09,5.02E-09,1.50E-07,4.92E-12,2.31E-08
0.000862386,0.225425501,0,0,0,0,0.101540099,0.000139163,0.00020922,0.069841327,5.62E-05,0.70475363,0.980090705,2.68E-05,0.144861129,9.61E-08,1.06E-07,4.97E-07,2.00E-09,1.86E-05,0.00655841,1.06E-05,0.000221069,5.66E-09,5.02E-09,1.51E-07,4.94E-12,2.31E-08
0.000867453,0.225567081,0,0,0,0,0.100812043,0.000138612,0.000208452,0.069988422,5.60E-05,0.704741861,0.98130933,2.68E-05,0.145467669,9.65E-08,1.05E-07,4.98E-07,2.00E-09,1.86E-05,0.006587744,1.06E-05,0.000222058,5.69E-09,5.03E-09,1.51E-07,4.96E-12,2.31E-08
0.000872519,0.225707486,0,0,0,0,0.100092446,0.000138067,0.00020769,0.070134484,5.59E-05,0.704725043,0.982517803,2.68E-05,0.146071668,9.69E-08,1.05E-07,4.98E-07,2.00E-09,1.86E-05,0.006616905,1.07E-05,0.000223041,5.71E-09,5.03E-09,1.52E-07,4.98E-12,2.31E-08
0.000877586,0.225846728,0,0,0,0,0.099381177,0.000137526,0.000206932,0.070279527,5.57E-05,0.704703281,0.98371626,2.69E-05,0.146673143,9.73E-08,1.04E-07,4.98E-07,2.00E-09,1.86E-05,0.006645895,1.07E-05,0.000224018,5.74E-09,5.03E-09,1.53E-07,5.00E-12,2.30E-08
