Time (s),Volume (m^3),Ar,He,Ne,N2,C7H16(1),C2H5(7),C5H11(6),C4H9(4),C3H7(5),C2H4(17),CH3(12),H(9),H2(49),C2H3(42),C#C(51),C3H6(85)
1.1621275399011736e-08,41.57865909951732,0.98,0.0,0.0,0.0,0.01985704952166278,8.599091026066069e-05,7.894431062388913e-05,5.669583546814521e-05,6.30093751729094e-05,8.570857107513347e-06,9.967927846027296e-07,2.637324914094304e-07,1.8666899647612843e-14,1.6431247097256834e-13,1.0025249236772683e-16,1.7755778133937217e-22
1.3176036454592112e-08,41.579550874427824,0.98,0.0,0.0,0.0,0.019838002436197346,9.768968193767322e-05,8.868252940398086e-05,6.396839944024128e-05,7.202623030689384e-05,1.0974921033066196e-05,1.2888044963437343e-06,3.39482197383096e-07,3.126784555537727e-14,2.3942135275400114e-13,1.6556759598892154e-16,3.5008488549870836e-22
1.4730797510172488e-08,41.58045377396001,0.98,0.0,0.0,0.0,0.019818973620896536,0.00010943220261817722,9.823724316106703e-05,7.116927660321025e-05,8.116904283668982e-05,1.366485167522464e-05,1.6200937394283465e-06,4.24899484460232e-07,4.9506257368297725e-14,3.3460982772471994e-13,2.5858252873247347e-16,6.38296053588228e-22
1.6285558565752862e-08,41.58136766094076,0.98,0.0,0.0,0.0,0.019799963058235965,0.00012121781371512256,0.0001076117187265761,7.829910724499329e-05,9.043402682431148e-05,1.66373318821964e-05,1.9911971623004445e-06,5.200201580070139e-07,7.493065304847664e-14,4.5234545941281286e-13,3.862462327112223e-16,1.0937640723730632e-21
1.784031962133324e-08,41.58229240014478,0.98,0.0,0.0,0.0,0.019780970730708062,0.0001330458628264095,0.00011680916494714625,8.535852599127155e-05,9.981747051551691e-05,1.988909137610792e-05,2.4026351997145045e-06,6.248794814436618e-07,1.0930847644816579e-13,5.951442251718314e-13,5.56320022884685e-16,1.7821840972423658e-21
1.9395080676913614e-08,41.583227858263356,0.98,0.0,0.0,0.0,0.019761996620822033,0.00014491570367975435,0.00012583273371417783,9.234816185552345e-05,0.00010931573499214056,2.341690599661745e-05,2.854912390888359e-06,7.395121813064125e-07,1.5463494790956005e-13,7.655781578163975e-13,7.773945867365871e-16,2.785392551712279e-21
2.094984173249399e-08,41.58417390387345,0.98,0.0,0.0,0.0,0.019743040711103846,0.0001568266960780716,0.00013468552097457547,9.926863828861307e-05,0.00011892525284917705,2.7217596957817997e-05,3.3485176917144267e-06,8.63952452262047e-07,2.131417846287924e-13,9.662828802822074e-13,1.0589095023031589e-15,4.203500432629165e-21
2.2504602788074366e-08,41.585130407407284,0.98,0.0,0.0,0.0,0.019724102984096242,0.0001687782058453527,0.00014337056772330555,0.0001061205732279288,0.00012864252689579706,3.1288030117981706e-05,3.883924781222961e-06,9.982339620768248e-07,2.873057924907767e-13,1.1999650351089883e-12,1.4111752134486098e-15,6.157149950705939e-21
2.5614124899235118e-08,41.58707427907445,0.98,0.0,0.0,0.0,0.019686282008467358,0.00019280027056792605,0.00016024933469475127,0.00011962126309816395,0.00014838669829064446,4.022580542517421e-05,5.081964444204373e-06,1.2964527642451692e-06,4.937883323373459e-13,1.7774869035370917e-12,2.37370985324895e-15,1.227096086194951e-20
2.8412694799279793e-08,41.58885826679071,0.98,0.0,0.0,0.0,0.01965230514048266,0.0002145524575577617,0.00017489596866655834,0.00013154356004832951,0.00016649128787716918,4.9161768761137626e-05,6.307611940961011e-06,1.5988338633511714e-06,7.633320422606421e-13,2.438903311537556e-12,3.604138456017174e-15,2.1323108057381035e-20
3.121126469932447e-08,41.59067420481637,0.98,0.0,0.0,0.0,0.019618386913748787,0.0002364263276922646,0.00018904400659106694,0.00014325314582909243,0.00018489369588275476,5.8924920522797975e-05,7.675396891302886e-06,1.933600611326337e-06,1.1342079522405089e-12,3.253270110068062e-12,5.2667808473567936e-15,3.519368161502442e-20
3.400983459936915e-08,41.592521400824864,0.98,0.0,0.0,0.0,0.01958452722705861,0.00025841839320730683,0.0002027093211455497,0.00015475343121418834,0.00020357590254312,6.949850482331114e-05,9.187567819925533e-06,2.3009309458589018e-06,1.6308097366227799e-12,4.23988257990601e-12,7.457013812096845e-15,5.568076375124335e-20
3.6808404499413826e-08,41.59439917962325,0.98,0.0,0.0,0.0,0.01955072597937957,0.0002805252253901199,0.00021590728145710075,0.00016604777287218482,0.00022252052927088366,8.086618032126794e-05,1.0846235474036766e-05,2.700997654927116e-06,2.2807463547084945e-12,5.419339273248321e-12,1.0281919890158417e-14,8.503279906657771e-20
3.9606974399458505e-08,41.596306882827804,0.98,0.0,0.0,0.0,0.01951698306985342,0.00030274345363469823,0.00022865276908479637,0.00017713947422420094,0.00024171081775959036,9.30120083821264e-05,1.2653377737782699e-05,3.1339684635066824e-06,3.1149837750405887e-12,6.8136656558003535e-12,1.3861087407699551e-14,1.2602102082812442e-19
4.2405544299503183e-08,41.59824386826527,0.98,0.0,0.0,0.0,0.01948329839779587,0.00032506976451240183,0.00024096019348822633,0.00018803178628784786,0.0002611306097635852,0.00010592044160342402,1.4610844384438191e-05,3.600006118879857e-06,4.167982685595882e-12,8.446434510604265e-12,1.8327483161305345e-14,1.8202007931653445e-19
4.520411419954786e-08,41.60020950958138,0.98,0.0,0.0,0.0,0.019449671862696336,0.0003475009008572006,0.00025284350700902487,0.00019872790850789096,0.0002807643275186639,0.00011957631268513539,1.672036167480719e-05,4.099268474597251e-06,5.477832350100579e-12,1.0342883238861345e-11,2.382839437531901e-14,2.570971020909838e-19
4.800268409959254e-08,41.60220319575811,0.98,0.0,0.0,0.0,0.01941610336421765,0.0003700336608656984,0.00026431621936770516,0.00020923098957351206,0.00030059695480043883,0.0001339648236437389,1.8983536802589786e-05,4.631908573079788e-06,7.086380574294962e-12,1.2530028033453187e-11,3.0526439938176826e-14,3.5610963963127654e-19
5.080125399963722e-08,41.60422433069283,0.98,0.0,0.0,0.0,0.019382592802195675,0.000392664897211461,0.00027539141170016375,0.00021954412822260098,0.000320614018588319,0.00014907153535297074,2.1401862194448514e-05,5.198074726904608e-06,9.039359914288593e-12,1.5036775037757173e-11,3.8600647865695684e-14,4.848132760143441e-19
5.35998238996819e-08,41.60627233277034,0.98,0.0,0.0,0.0,0.01934914007663913,0.00041539151617339475,0.00028608175014972336,0.0002296703740333075,0.0003408015713141999,0.00016488235740023445,2.397671966981516e-05,5.797910598798142e-06,1.1386510195850181e-11,1.789402855056445e-11,4.824759709212926e-14,6.499795831181102e-19
5.639839379972658e-08,41.608346634457256,0.98,0.0,0.0,0.0,0.01931574508772919,0.00043821047677790803,0.0002963994990303515,0.000239612728203096,0.00036114617367525193,0.0001813835382477734,2.6709384465405744e-05,6.431555280361128e-06,1.4181697421321786e-11,2.113479634360091e-11,5.968262166402314e-14,8.595248322095629e-19
5.9196963699771255e-08,41.610446681903795,0.98,0.0,0.0,0.0,0.019282407735819258,0.00046111878995468885,0.00030635653357248544,0.0002493741443154525,0.00038163487799575,0.0001985616556906815,2.9601029128077398e-05,7.0991433695404735e-06,1.748302911277847e-11,2.4794292134780323e-11,7.314107595637149e-14,1.1226499225399294e-18
6.199553359981593e-08,41.61257193455977,0.98,0.0,0.0,0.0,0.01924912792143461,0.000484113517705909,0.0003159643522638601,0.00025895752909441995,0.0004022552121216003,0.0002164036076031329,3.265272727996944e-05,7.800805046866013e-06,2.1352966149887252e-11,2.891003526795798e-11,8.887965937009502e-14,1.4499921062688809e-18
6.47941034998606e-08,41.61472186480107,0.98,0.0,0.0,0.0,0.019215905545272173,0.0005071917722886355,0.00032523408879822174,0.00026836574314715477,0.00042299516383059114,0.0002348966029638722,3.586545726002186e-05,8.53666615047162e-06,2.585843116506367e-11,3.3521947653076617e-11,1.0717779888748779e-13,1.8537890315942595e-18
6.759267339990528e-08,41.61689595756797,0.98,0.0,0.0,0.0,0.019182740508200135,0.0005303507154102273,0.00033417652364510947,0.0002776016016947124,0.00044384316574099783,0.00025402815315178276,3.924010564605928e-05,9.306848249921723e-06,3.1070913563098736e-11,3.8672448024021304e-11,1.2833908779843799e-13,2.3480555082205766e-18
7.039124329994995e-08,41.61909371001414,0.98,0.0,0.0,0.0,0.019149632711257737,0.0005535875574364972,0.00034280209525302586,0.00028666787529125516,0.00046478808070230486,0.0002737860635029519,4.27774706613547e-05,1.0111468718862895e-05,3.706657122883113e-11,4.440654356821859e-11,1.52692779003522e-13,2.9487733949339864e-18
7.318981319999462e-08,41.62131463116622,0.98,0.0,0.0,0.0,0.01911658205565495,0.0005768995566124444,0.0003511209108974963,0.00029556729053186446,0.00048581918765289476,0.00029415842512122434,4.647826546932641e-05,1.0950640806518873e-05,4.3926328983171486e-11,5.0771918978998756e-11,1.8059533138840307e-13,3.674095040331622e-18
7.59883831000393e-08,41.623558241593656,0.98,0.0,0.0,0.0,0.01908358844277215,0.0006002840182953601,0.00035914275718501294,0.0003043025307491319,0.0005069261679302125,0.00031513360693458407,5.034312135986193e-05,1.1824473708046732e-05,5.1735973846123264e-11,5.78190229800729e-11,2.1243200781205118e-13,4.544560670025621e-18
7.878695300008397e-08,41.62582407308828,0.98,0.0,0.0,0.0,0.01905065177415988,0.0006237382942001152,0.0003668771102236977,0.00031287623669870465,0.0005280990920191296,0.00033670024798981304,5.437259083071066e-05,1.2733072633772081e-05,6.058624716591881e-11,6.560115237158738e-11,2.48618523255688e-13,5.583330050763418e-18
8.158552290012864e-08,41.62811166835368,0.98,0.0,0.0,0.0,0.019017771951538504,0.000647259781656433,0.00037433314547133406,0.00032129100723396475,0.0005493284067244769,0.0003588472499780022,5.8567150567328106e-05,1.3676538877321218e-05,7.05729336736831e-11,7.417453364719639e-11,2.896027416873116e-13,6.816428741325551e-18
8.438409280017331e-08,41.63042058070375,0.98,0.0,0.0,0.0,0.018984948876797955,0.0006708459228779554,0.00038151974727109166,0.0003295493999700128,0.0005706049227541401,0.0003815637699837109,6.292720432445105e-05,1.4654969882667889e-05,8.179694752244118e-11,8.359840223084581e-11,3.3586642022369033e-13,8.273009235458588e-18
8.718266270021798e-08,41.63275037377019,0.98,0.0,0.0,0.0,0.018952182451997437,0.0006944942042429132,0.0003884455180848656,0.0003376539319371297,0.0005919198026996519,0.0004048392134508535,6.745308571255394e-05,1.5668459310111944e-05,9.436441536805888e-11,9.393507938070531e-11,3.8792699921049784e-13,9.985627271849473e-18
8.998123260026265e-08,41.635100621219046,0.98,0.0,0.0,0.0,0.018919472579365108,0.0007182021555862217,0.00039511878743377917,0.0003456070802238817,0.0006132645494016889,0.00042866322735864463,7.214506089222049e-05,1.671709710120672e-05,1.083867565486112e-10,1.0525004680655164e-10,4.463394368758714e-13,1.1990533545665438e-17
9.557837240035201e-08,41.639860822484586,0.98,0.0,0.0,0.0,0.018854222100360814,0.0007657874006898288,0.0004077398260969739,0.000361068938164213,0.0006560112893776252,0.00047791672305830534,8.202803534810324e-05,1.8920159326609115e-05,1.412686537724407e-10,1.3109300805348244e-10,5.846387250187915e-13,1.704256115970527e-17
9.999999999999998e-08,41.64421087651622,0.98,0.0,0.0,0.0,0.018802834684312382,0.0008035282401975087,0.00041705929371572037,0.0003728747748199206,0.0006898012786968809,0.0005182973824998434,9.03062493202348e-05,2.076060622094524e-05,1.7234785628338673e-10,1.5485768747350384e-10,7.170019617851088e-13,2.222161985791986e-17
1.0061579822043242e-07,41.64421087651622,0.98,0.0,0.0,0.0,0.018795689100274505,0.0008087942772759051,0.00041831347936286496,0.00037449093264874914,0.0006945068323410569,0.0005240218341579461,9.149213246061917e-05,2.102395112417355e-05,1.770668232394227e-10,1.5842155674520448e-10,7.372342718816278e-13,2.3039509078148526e-17
1.0565322404051284e-07,41.648621002484404,0.98,0.0,0.0,0.0,0.01873733781635797,0.0008519579823164238,0.0004281869800783741,0.0003874592079809977,0.0007329813943246736,0.0005717536636135856,0.00010149569632225375,2.3242859070530016e-05,2.1956136031579633e-10,1.9009000644593659e-10,9.209583187173264e-13,3.0750275397391103e-17
1.1069064986059325e-07,41.65308904316197,0.98,0.0,0.0,0.0,0.01867916768447755,0.0008952655918520503,0.0004374001159633326,0.00039998684742765085,0.0007713963198367705,0.0006210597381055306,0.00011203816421582716,2.557728142816219e-05,2.696029917273713e-10,2.266035604877871e-10,1.1406609623825354e-12,4.056416946314546e-17
1.1572807568067366e-07,41.65761292529709,0.98,0.0,0.0,0.0,0.018621178142250353,0.0009387045854131332,0.00044599043079382005,0.0004120865628465217,0.0008097157178735212,0.0006718896416047591,0.00012311845142067194,2.802758225400293e-05,3.281034531462243e-10,2.6850580641775e-10,1.4017465936517721e-12,5.293808756168004e-17
1.2076550150075407e-07,41.66219065818761,0.98,0.0,0.0,0.0,0.018563368629038905,0.000982262834429211,0.00045399335105509724,0.0004237707052190349,0.0008479062976339077,0.0007241949168927795,0.00013473498885014607,3.059409246188062e-05,3.960365589243144e-10,3.163797758518608e-10,1.7102150402357382e-12,6.840475359475811e-17
1.2580292732083449e-07,41.6668203278822,0.98,0.0,0.0,0.0,0.01850573858594568,0.0010259285909724072,0.0004614423053621927,0.0004350512748799435,0.0008859372137324182,0.0007779289723202295,0.0001468857584234214,3.3277110854223716e-05,4.744391901403571e-10,3.708489401613497e-10,2.072703816233103e-12,8.758157708893067e-17
1.308403531409149e-07,41.67150009462324,0.98,0.0,0.0,0.0,0.018448287455807795,0.0010696904768181482,0.0004683688371958998,0.00044593993145929626,0.0009237799201886414,0.0008330469934160837,0.00015956832634467517,3.607690512454587e-05,5.644122060960713e-10,4.325781460007249e-10,2.496531390494163e-12,1.1118001929363475e-16
1.358777789609953e-07,41.676228188830876,0.98,0.0,0.0,0.0,0.018391014683191605,0.001113537472822285,0.0004748027111363156,0.000456448003537472,0.0009614080329532585,0.0008895058592229792,0.00017277987434806725,3.899371283079375e-05,6.671212797650739e-10,5.02274491035458e-10,2.9897414414964987e-12,1.40015486388969e-16
1.4091520478107572e-07,41.6810029080239,0.98,0.0,0.0,0.0,0.0183339197143874,0.001157458908600189,0.0004807720130983277,0.0004665864980263793,0.0009987972003064427,0.0009472640630020686,0.0001865172290680911,4.2027742340885807e-05,7.837976614238145e-10,5.806881431566867e-10,3.5611480164358648e-12,1.7501780757919679e-16
1.4595263060115614e-07,41.685822613597665,0.98,0.0,0.0,0.0,0.018277001997404015,0.0012014444524986675,0.00048630324493173515,0.00047636610928510444,0.0010359249806510093,0.0010062816370522587,0.00020077688965029362,4.517917375128138e-05,9.157388731688479e-10,6.686131052512303e-10,4.220381532558643e-12,2.1724225527292028e-16
1.5099005642123655e-07,41.69068572791181,0.98,0.0,0.0,0.0,0.01822026098196357,0.0012454841018514524,0.0004914214137251253,0.00048579722797839945,0.0010727707272537629,0.0010665200814046058,0.00021555505370979847,4.8448159779430986e-05,1.0643093371789623e-09,7.6688792770584e-10,4.9779355614062875e-12,2.6788105896821523e-16
1.5602748224131696e-07,41.69559073145705,0.98,0.0,0.0,0.0,0.01816369611949618,0.0012895681735114839,0.0004961501160773772,0.0004948899496841463,0.0011093154795874876,0.001127942296206172,0.0002308476417213337,5.183482663072907e-05,1.2309409398687698e-09,8.7639637025222e-10,5.8452143473363334e-12,3.2827543975404127e-16
1.6106490806139737e-07,41.700536160199036,0.98,0.0,0.0,0.0,0.018107306863134606,0.0013336872946525897,0.0005005116176064627,0.0005036540832565075,0.0011455418609184452,0.0011905125176031241,0.0002466503199262346,5.533927484064951e-05,1.4171335342345911e-09,9.98068014877122e-10,6.834581010356067e-12,3.9992816796010885e-16
1.6610233388147778e-07,41.70552060304408,0.98,0.0,0.0,0.0,0.01805109266770907,0.0013778323938329064,0.0005045269279654929,0.000512099158951703,0.0011814339817839182,0.0012541962569323816,0.00026295852184194177,5.896158009276734e-05,1.6244553827066153e-09,1.1328788315271771e-09,7.959406382749588e-12,4.845165963613207e-16
1.711397597015582e-07,41.710542699443856,0.98,0.0,0.0,0.0,0.017995052989741956,0.001421994692312174,0.0005082158716314737,0.0005202344363235373,0.0012169773490103041,0.001318960243034027,0.00027976746845804774,6.27017940133886e-05,1.854543542865533e-09,1.2818516983690352e-09,9.234118429150566e-12,5.83906151684581e-16
1.761771855216386e-07,41.71560113711955,0.98,0.0,0.0,0.0,0.017939187287442593,0.0014661656956155421,0.0005115971547098522,0.0005280689118953541,0.0012521587799517145,0.0013847723675123361,0.00029707218719585566,6.655994494346577e-05,2.1091041982442415e-09,1.4460568782520162e-09,1.0674252202604061e-11,7.00164292590713e-16
1.8121461134171902e-07,41.720694649903514,0.98,0.0,0.0,0.0,0.017883495020702037,0.0015103371853369713,0.0005146884279769771,0.0005356113266146945,0.0012869663216566597,0.0014516016327879746,0.0003148675297017601,7.053603868843431e-05,2.3899129363091585e-09,1.626612452917817e-09,1.229650029196564e-11,8.355749097492661e-16
1.8625203716179943e-07,41.72582201568939,0.98,0.0,0.0,0.0,0.017827975651087853,0.0015545012111755692,0.0005175063463681332,0.0005428701730966796,0.0013213891746894496,0.0015194181027940181,0.00033314818854016944,7.463005924658139e-05,2.698814975622959e-09,1.8246847164264936e-09,1.4118763717891791e-11,9.926531332554859e-16
1.9128946298187985e-07,41.730982054486525,0.98,0.0,0.0,0.0,0.017772628641838935,0.0015986500831983116,0.0005200666251102863,0.0005498537026620682,0.0013554176213441715,0.0015881928561742972,0.0003519087128489735,7.884196951654962e-05,3.0377253441485688e-09,2.041488529233905e-09,1.6160203235734044e-11,1.1741605381579789e-15
1.9632688880196026e-07,41.73617362657281,0.98,0.0,0.0,0.0,0.017717453457860365,0.0016427763643226745,0.0005223840926900968,0.0005565699321758498,0.0013890429580004514,0.0016578979418485108,0.0003711435230178164,8.317171198457032e-05,3.408629010611545e-09,2.278287634321732e-09,1.8441291004735495e-11,1.3831207370683968e-15
2.0136431462204067e-07,41.74139563074085,0.98,0.0,0.0,0.0,0.01766244956571818,0.00168687286301289,0.0005244727408371003,0.0005630266506920763,0.0014222574313842136,0.001728506336815956,0.00039084692444605267,8.76192093920043e-05,3.813580970779335e-09,2.536394936734971e-09,2.0983862584354006e-11,1.6228353292602575e-15
2.0640174044212108e-07,41.746647002632116,0.98,0.0,0.0,0.0,0.01760761643363433,0.001730932626183756,0.0005263457716904591,0.00056923142591043,0.0014550541785118293,0.0017999919060777475,0.00041101312043360965,9.218436538374828e-05,4.254706290445222e-09,2.817172747826446e-09,2.3811169220135705e-11,1.896900182064874e-15
2.114391662622015e-07,41.75192671315451,0.98,0.0,0.0,0.0,0.017552953531481452,0.0017749489323061344,0.000528015642307354,0.0005751916104498463,0.0014874271701096529,0.00187232936456462,0.00043163622425469364,9.68670651380458e-05,4.7342001068385665e-09,3.1220329954566583e-09,2.694793038303504e-11,2.2092220319646873e-15
2.164765920822819e-07,41.7572337669787,0.98,0.0,0.0,0.0,0.017498460330777826,0.0018189152847084317,0.0005294941066623505,0.0005809143479443612,0.0015193711573124546,0.0019454942409634873,0.00045271027046150377,0.00010166717597822699,5.254327590126406e-09,3.452437401354124e-09,3.042038652734505e-11,2.5640353837551177e-15
2.2151401790236232e-07,41.76256720110928,0.98,0.0,0.0,0.0,0.017444136304682254,0.0018628254050685094,0.0005307922552792042,0.0005864065789662206,0.001550881621454636,0.0020194628433414306,0.00047422922546261326,0.00010658454796688847,5.817423866620623e-09,3.809897626803346e-09,3.42563520335657e-11,2.965919679865897e-15
2.2655144372244273e-07,41.767926083526575,0.98,0.0,0.0,0.0,0.01738998092798898,0.0019066732270906067,0.0005319205526288333,0.0005916750467811576,0.0015819547267783,0.002094212226471172,0.0004961869974182181,0.00011161901448301084,6.425893905254282e-09,4.1959753877898335e-09,3.8485268303705045e-11,3.419816720169776e-15
2.3158886954252314e-07,41.77330951189554,0.98,0.0,0.0,0.0,0.017335993677122637,0.0019504528903620227,0.0005328888724195185,0.0005967263029405984,0.0016125872758923664,0.0021697201607674584,0.0005185774454920144,0.00011677039278249675,7.082212368838773e-09,4.612282540693273e-09,4.3138256977691366e-11,3.9310483144348066e-15
2.3662629536260356e-07,41.778716612338066,0.98,0.0,0.0,0.0,0.017282174030133168,0.001994158734384466,0.0005337065308980724,0.000601566712715418,0.0016427766678265587,0.002245965102748898,0.0005413943884971447,0.00012203848454259816,7.788923431562221e-09,5.060481139582347e-09,4.82481732407303e-11,4.50533414283037e-15
2.41663721182684e-07,41.78414653826521,0.98,0.0,0.0,0.0,0.01722852146669082,0.0020377852927751165,0.0005343823182739763,0.0006062024603757323,0.0016725208585329672,0.0023229261669445063,0.0005646316129715078,0.00012742307639068847,8.54864056414078e-09,5.542283466129299e-09,5.38496591925356e-11,5.148809800679192e-15
2.4670114700276443e-07,41.78959846926644,0.98,0.0,0.0,0.0,0.017175035468081103,0.002081327287632585,0.0005349245283722489,0.0006106395543210875,0.0017018183236961295,0.002400583099168606,0.0005882828807157435,0.00013292394041782173,9.364046287988519e-09,6.059452033129371e-09,5.997919725040134e-11,5.8680450085174106e-15
2.517385728228449e-07,41.79507161005274,0.98,0.0,0.0,0.0,0.017121715517199803,0.002124779624063097,0.0005353409866149098,0.0006148838320652895,0.0017306680237203157,0.0024789162510918212,0.0006123419358253381,0.00013854083467750939,1.0237891899727258e-08,6.6137995625788085e-09,6.667516355908645e-11,6.6700619666649965e-15
2.567759986429253e-07,41.80056518945064,0.98,0.0,0.0,0.0,0.01706856109854796,0.0021681373848623634,0.0005356390764252885,0.000618940965079993,0.0017590693707701306,0.00255790655603989,0.0006368025112464998,0.000144273503670133,1.1172997167314474e-08,7.207188939234578e-09,7.397788138146314e-11,7.562353830830835e-15
2.6181342446300575e-07,41.80607845944482,0.98,0.0,0.0,0.0,0.017015571698226952,0.0022113958253486914,0.000535825764144081,0.0006228164635010529,0.0017870221977475684,0.002637535505955742,0.0006616583348837702,0.00015012167881339842,1.2172249999025323e-08,7.841533140549547e-09,8.192967444483456e-11,8.55290328791216e-15
2.668508502830862e-07,41.81161069426631,0.98,0.0,0.0,0.0,0.01696274680393345,0.0022545503683430858,0.0005359076225410199,0.0006265156807015239,0.0018145267290953055,0.002717785129463837,0.0006869031352857229,0.00015608507889922746,1.3238606086484041e-08,8.518795143848423e-09,9.057492021875016e-11,9.650201212810715e-15
2.7188827610316663e-07,41.81716118952427,0.98,0.0,0.0,0.0,0.01691008590495455,0.0022975965992921427,0.0005358908530013018,0.0006300438177350936,0.0018415835533222265,0.0027986379709790915,0.0007125306469336143,0.0001621634105374689,1.4375088522900637e-08,9.24098781158267e-09,9.996010310103592e-11,1.0863265385205133e-14
2.7692570192324707e-07,41.82272926137886,0.98,0.0,0.0,0.0,0.0168575884921628,0.0023405302615297,0.0005357813064614693,0.0006334059276536132,0.001868193597153054,0.002880077070805839,0.0007385346151564338,0.00016835636858680326,1.5584787397631036e-08,1.0010173755476773e-08,1.1013386748961565e-10,1.2201659245227329e-14
2.819631277433275e-07,41.82831424575316,0.98,0.0,0.0,0.0,0.016805254058011296,0.0023833472516733008,0.0005355845031652407,0.0006366069197022971,0.0018943581012094708,0.0029620859461752342,0.0007649088006944642,0.000174663636573202,1.687085936814222e-08,1.0828465180353202e-08,1.211470707185331e-10,1.367551066908542e-14
2.8700055356340795e-07,41.833915497582005,0.98,0.0,0.0,0.0,0.016753082096528774,0.002426043615151652,0.0005353056513058007,0.0006396515633960583,0.001920078597135374,0.003044648573172323,0.0007916469839322046,0.0001810848870962947,1.8236527210428317e-08,1.1698023708399486e-08,1.3305283583739175e-10,1.5295530745778626e-14
2.920379793834884e-07,41.83953239009594,0.98,0.0,0.0,0.0,0.016701072103314743,0.002468615541859362,0.0005349496646173223,0.000642544492480345,0.0019453568860838403,0.00312774936950666,0.0008187429688203192,0.00018761978222398438,1.9685079348889396e-08,1.2621060184617626e-08,1.4590660421421413e-10,1.7073032535283268e-14
2.970754052035688e-07,41.845164314138486,0.98,0.0,0.0,0.0,0.016649223575534604,0.0025110593619353354,0.0005345211789749352,0.0006452902087797553,0.0019701950184880528,0.0032113731780828167,0.0008461905865051444,0.00019426797387564566,2.1219869366651312e-08,1.3599834464173801e-08,1.59766187942481e-10,1.9019949789607177e-14
3.0211283102364926e-07,41.85081067751476,0.98,0.0,0.0,0.0,0.01659753601191477,0.0025533715416613443,0.0005340245680590315,0.000647893085937604,0.00199459527504282,0.0032955052513295472,0.0008739836986832376,0.00020102910419422592,2.2844315497272947e-08,1.4636655182344875e-08,1.7469182203384575e-10,2.114885561925084e-14
3.071502568437297e-07,41.85647090437024,0.98,0.0,0.0,0.0,0.016546008912737862,0.002595548679477328,0.0005334639581366475,0.0006503573730495385,0.002018560148827469,0.0033801312362485556,0.0009021162006974447,0.0002079028059075659,2.456190009875593e-08,1.5733879507737636e-08,1.9074621637873307e-10,2.3472981087431896e-14
3.1218768266381014e-07,41.86214443459774,0.98,0.0,0.0,0.0,0.01649464177983786,0.0026375875021101567,0.0005328432420096878,0.0006526871981941966,0.0020420923285048224,0.003465237160145946,0.0009305820243900285,0.00021488870267924283,2.6376169110742138e-08,1.689391287943662e-08,2.0799460745772272e-10,2.6006233714599935e-14
3.172251084838906e-07,41.86783072327136,0.98,0.0,0.0,0.0,0.016443434116595292,0.0026794848608125907,0.0005321660921769499,0.0006548865718638346,0.0020651946825346423,0.003550809417011412,0.0009593751407275024,0.00022198640944923369,2.829073149575466e-08,1.811920872871729e-08,2.2650480978728895e-10,2.8763215876829325e-14
3.272999601240514e-07,41.87923946902593,0.98,0.0,0.0,0.0,0.01634149522030862,0.0027628431925080473,0.0005306561519490793,0.0006589094384845627,0.002110122200643111,0.0037233002630263005,0.0010179193445831755,0.0002365156710769879,3.243548385475001e-08,2.0775639736963846e-08,2.675951023770269e-10,3.501036194748894e-14
3.3636732660019614e-07,41.889545799619825,0.98,0.0,0.0,0.0,0.016250290649287978,0.0028373527188612527,0.0005291369582849747,0.00066212181591805,0.0021491189161380003,0.00388000744821582,0.001071668867520724,0.00024997036668607513,3.654623917144452e-08,2.3415210071641884e-08,3.0962666142649784e-10,4.155930957017265e-14
3.454346930763409e-07,41.89988563125493,0.98,0.0,0.0,0.0,0.016159595106711864,0.002911360248939512,0.0005274832059005456,0.0006649688698721669,0.002186774349601468,0.004038029396424476,0.0011263870774018403,0.0002637809734771712,4.1040889928131466e-08,2.6306547624222426e-08,3.569243475877212e-10,4.909391298730874e-14
3.545020595524856e-07,41.91025627119972,0.98,0.0,0.0,0.0,0.016069405751587506,0.002984851463876167,0.0005257098303835841,0.0006674701557639632,0.0022231099739997645,0.004197298430712619,0.0011820405012878234,0.0002779449717678467,4.594268361128305e-08,2.9465654321875375e-08,4.099835431615042e-10,5.772683031455907e-14
3.6356942602863035e-07,41.92065514451179,0.98,0.0,0.0,0.0,0.01597971975877834,0.0030578130869714235,0.0005238302765419484,0.0006696442365632235,0.002258148183794423,0.00435774982817082,0.001238596221039066,0.000292459774243482,5.127548004658664e-08,3.290900898387954e-08,4.693306889979045e-10,6.757942821198585e-14
3.726367925047751e-07,41.93107979474764,0.98,0.0,0.0,0.0,0.015890534318915593,0.003130232828809169,0.0005218566467145105,0.0006715087329255527,0.0022919121255199496,0.0045193216476508745,0.0012960218944314313,0.00030732273089893557,5.706373878948463e-08,3.6653559940948884e-08,5.355241994523591e-10,7.878209861014923e-14
3.817041589809198e-07,41.941527871729505,0.98,0.0,0.0,0.0,0.0158018466383103,0.003202099335195203,0.0005197998342177935,0.000673080370763848,0.002324425547299592,0.004681954570587683,0.0013542857721991263,0.0003225311337194199,6.33325062151386e-08,4.071671731237017e-08,6.091553634883465e-10,9.147456674865833e-14
3.9077152545706456e-07,41.951997128662896,0.98,0.0,0.0,0.0,0.015713653938865802,0.003273402137718419,0.0005176696436180898,0.0006743750264381317,0.0023557126651017604,0.004845591753568254,0.0014133567115118162,0.0003380822211188758,7.010740235636764e-08,4.51163449814668e-08,6.908492316711763e-10,1.0580619103478667e-13
