Time (s),Volume (m^3),Ar,He,Ne,N2,C7H16(1),C2H5(7),C5H11(6),C4H9(4),C3H7(5),C2H4(17),CH3(12),H(9),H2(49),C2H3(42),C#C(51),C3H6(85)
3.998388919332093e-07,41.962485414911946,0.98,0.0,0.0,0.0,0.01562595345799078,0.0033441316068768463,0.0005154748986684632,0.0006754077696163783,0.002385798044630224,0.00501017869202868,0.0014732041861535389,0.00035397318214120353,7.741460750816805e-08,4.987075228215599e-08,7.81265488254124e-10,1.2193625306710298e-13
4.0890625840935403e-07,41.97299067136601,0.98,0.0,0.0,0.0,0.015538742448512692,0.0034142789075870044,0.0005132235395002981,0.0006761929039709964,0.0024147064967784014,0.005175663093821618,0.001533798293883548,0.00037020116044110524,8.528084863938663e-08,5.4998685430563474e-08,8.810993079795181e-10,1.400342366307706e-13
4.1797362488549877e-07,41.98351092528921,0.98,0.0,0.0,0.0,0.01545201817859178,0.003483835956947732,0.0005109227102379367,0.000676744005827789,0.002442462985123073,0.005341994761736967,0.001595109761335292,0.0003867632580564249,9.373338564087976e-08,6.05193187255416e-08,9.910821970978043e-10,1.6028009665324103e-13
4.270409913616435e-07,41.99404428592611,0.98,0.0,0.0,0.0,0.015365777931635485,0.0035527953841363136,0.0005085788380301431,0.0006770739608781875,0.002469092544163749,0.005509125484182593,0.001657109946753636,0.0004036565389832644,1.0279999743954837e-07,6.645224554247015e-08,1.111982818222176e-09,1.82864517323449e-13
4.3610835783778825e-07,42.00458894021342,0.98,0.0,0.0,0.0,0.015280019006213372,0.0036211504923421285,0.0005061977042468466,0.0006771949990407207,0.0024946202073326436,0.005677008933426065,0.0017197708407969909,0.00042087803256262254,1.1250896800165106e-07,7.281746913959929e-08,1.2446077986208552e-09,2.0798915793074265e-13
4.45175724313933e-07,42.01514314886533,0.98,0.0,0.0,0.0,0.015194738715972508,0.0036888952226399787,0.0005037845085724366,0.0006771187275604182,0.002519070943824128,0.005845600570806324,0.0017830650656242423,0.0004384247366875893,1.2288907224876887e-07,7.963539329660175e-08,1.3898025216086913e-09,2.358668869835878e-13
4.542430907900777e-07,42.02570524268347,0.98,0.0,0.0,0.0,0.015109934389553319,0.003756024119704687,0.0005013439267098457,0.000676856162435417,0.0025424696033155944,0.006014857558334818,0.0018469658724803873,0.00045629362084018675,1.3396956190873016e-07,8.692681280439551e-08,1.5484519007293183e-09,2.667220047764851e-13
4.6331045726622246e-07,42.03627361913517,0.98,0.0,0.0,0.0,0.015025603370505921,0.003822532299269467,0.0004988801623671595,0.0006764177582591959,0.0025648408677081155,0.006184738676134754,0.0019114471379807806,0.0004744816289668598,1.4578015132322464e-07,9.47129038250923e-08,1.7214811364629729e-09,3.007904530794104e-13
4.723778237423672e-07,42.04684673914706,0.98,0.0,0.0,0.0,0.014941743017206901,0.003888415417238213,0.0004963969941079031,0.000675813436559928,0.002586209209133891,0.006355204245236096,0.0019764833592658877,0.0004929856822009232,1.5835100323204796e-07,1.0301521413957296e-07,1.909856455224835e-09,3.3832001193677e-13
4.814451902185119e-07,42.05742312410666,0.98,0.0,0.0,0.0,0.01485835070277659,0.003953669640369027,0.0004938978175648067,0.0006750526127119402,0.0026065988535839556,0.006526216055305875,0.002042049648173313,0.0005118026814395995,1.7171271455227559e-07,1.118556532989536e-07,2.1145858304494594e-09,3.795704842601771e-13
4.905125566946567e-07,42.06800135304941,0.98,0.0,0.0,0.0,0.01477542381499674,0.004018291618451252,0.000491385683462911,0.0006741442214898014,0.002626033749580258,0.006697737296934648,0.002108121724557149,0.0005309295097828398,1.8589630216924e-07,1.2125648269515775e-07,2.336719685584068e-09,4.248138674427264e-13
4.995799231708015e-07,42.07858006002071,0.98,0.0,0.0,0.0,0.014692959756228731,0.004082278457900996,0.0004888633318645482,0.0006730967413330723,0.002644537541360086,0.00686973249812502,0.0021746759088741596,0.0005503630348408587,2.009331887551705e-07,1.3124030556512034e-07,2.577351578841509e-09,4.743345115089694e-13
5.086472896469463e-07,42.08915793159942,0.98,0.0,0.0,0.0,0.014610955943332168,0.0041456276967029556,0.00048633322301609277,0.0006719182173871841,0.002662133546083711,0.007042167464652748,0.002241689114146047,0.0005701001109170598,2.168551886304049e-07,1.418300569424884e-07,2.8376188695902107e-09,5.284292645402932e-13
5.177146561230911e-07,42.099733704570646,0.98,0.0,0.0,0.0,0.01452940980758399,0.004208337280630017,0.00048379756513824626,0.0006706162833826652,0.0026788447346261326,0.007215009224000181,0.002309138837395173,0.0005901375810726952,2.3369449368108605e-07,1.5304899356996086e-07,3.1187033662836875e-09,5.874076052520336e-13
5.267820225992359e-07,42.11030616373572,0.98,0.0,0.0,0.0,0.014448318794597976,0.004270405540675926,0.00048125833946304614,0.0006691981824113386,0.0026946937155642777,0.007388225972591668,0.002377003150639193,0.0006104722790792392,2.51483659346204e-07,1.6492068378461706e-07,3.4218319558554603e-09,6.515917620719414e-13
5.358493890753807e-07,42.12087413984896,0.98,0.0,0.0,0.0,0.014367680364244734,0.004331831171640045,0.00047871732278820185,0.0006676707866548854,0.002709702722013679,0.007561787026085949,0.0024452606915200043,0.0006311010312641254,2.7025559068585584e-07,1.7746899738783148e-07,3.748277214526995e-09,7.213168192139134e-13
5.449167555515255e-07,42.13143650767185,0.98,0.0,0.0,0.0,0.014287491990572132,0.004392613211806119,0.00047617610779343697,0.0006660406161184214,0.0027238936010025175,0.007735662772501028,0.0025138906536344104,0.0006520206582552202,2.9004352854170474e-07,1.9071809551069798e-07,4.099357999996886e-09,7.969308101385266e-13
5.539841220276702e-07,42.14199218413649,0.98,0.0,0.0,0.0,0.014207751161726163,0.004452751023659755,0.0004736361213411103,0.0006643138564192682,0.0027372878051002843,0.00790982462796467,0.002582872776627004,0.0006732279766291539,3.10881035799815e-07,2.0469242048527622e-07,4.476440024998947e-09,8.787947978929128e-13
5.63051488503815e-07,42.15254012661035,0.98,0.0,0.0,0.0,0.014128455379872243,0.004512244275592039,0.0004710986409619975,0.0006624963756786479,0.002749906386046257,0.008084244994900715,0.002652187336099181,0.0006947198004683817,3.328019837652702e-07,2.194166857313806e-07,4.880936412235417e-09,9.672829424806703e-13
5.721188549799598e-07,42.16307933125517,0.98,0.0,0.0,0.0,0.014049602161116977,0.004571092924539347,0.00046856480970660844,0.0006605937405615768,0.0027617699901497646,0.0082588972224778,0.0027218151333819295,0.0007164929428315932,3.5584053865724117e-07,2.349158656680488e-07,5.314308230708721e-09,1.0627825559025853e-12
5.811862214561046e-07,42.17360883147323,0.98,0.0,0.0,0.0,0.01397118903543035,0.0046292971995120615,0.0004660356495238498,0.0006586112315078904,0.002772898855258439,0.008433755569162189,0.002791737485214384,0.0007385442171418624,3.8003114823245186e-07,2.5121518565825773e-07,5.7780650134915786e-09,1.16569414469981e-12
5.902535879322494e-07,42.18412769643503,0.98,0.0,0.0,0.0,0.013893213546568308,0.00468685758596733,0.00046351207331268623,0.0006565538571951428,0.0027833128091117156,0.008608795167229453,0.0028619362133652034,0.0007608704384966912,4.054085285443218e-07,2.683401119949159e-07,6.273765256990342e-09,1.2764314398988206e-12
5.993209544083942e-07,42.19463502968276,0.98,0.0,0.0,0.0,0.01381567325199586,0.00474377481098311,0.0004609948957783041,0.0006544263682720979,0.002793031268915278,0.00878399198910167,0.002932393634229595,0.000783468424903906,4.320076508444349e-07,2.863163419356553e-07,6.803016901770742e-09,1.3954214149875196e-12
6.08388320884539e-07,42.2051299678046,0.98,0.0,0.0,0.0,0.013738565722810526,0.004800049829193089,0.00045848484321146907,0.0006522332703995942,0.0028020732419887966,0.008959322815387239,0.0030030925484309085,0.0008063349984471664,4.598637286324063e-07,3.051697937934619e-07,7.3674777950285825e-09,1.5231042921225103e-12
6.174556873606838e-07,42.21561167917513,0.98,0.0,0.0,0.0,0.013661888543666258,0.004855683809443889,0.0004559825622979891,0.000649978836633726,0.0028104573273546375,0.009134765204510542,0.0030740162304521913,0.0008294669863846549,4.890122048596554e-07,3.249265970897302e-07,7.968856134800442e-09,1.6599335363956993e-12
6.265230538368286e-07,42.226079362757375,0.98,0.0,0.0,0.0,0.013585639312697755,0.004910678122138055,0.0004534886280544652,0.0006476671191844939,0.0028182017181491484,0.009310297463827654,0.0031451484183199333,0.0008528612221843369,5.194887392920732e-07,3.4561308277587767e-07,8.608910896021082e-09,1.8063758386162274e-12
6.355904203129734e-07,42.23653224696282,0.98,0.0,0.0,0.0,0.013509815641445246,0.004965034327228169,0.00045100355097690115,0.0006453019605814152,0.002825324204750574,0.009485898622132657,0.0032164733033593264,0.0008765145464990142,5.513291960360707e-07,3.672557735292363e-07,9.289452238545189e-09,1.9629110870744487e-12
6.446577867891181e-07,42.24696958856537,0.98,0.0,0.0,0.0,0.01343441515477964,0.005018754162829107,0.0004485277834801887,0.0006428870042759884,0.002831842178528755,0.009661548403466488,0.0032879755200378767,0.0009004238080842226,5.845696312320361e-07,3.898813741285361e-07,1.0012341897261225e-08,2.130032328216882e-12
6.537251532652629e-07,42.2573906716662,0.98,0.0,0.0,0.0,0.013359435490828131,0.005071839534417181,0.0004460617256987942,0.0006404257047094032,0.0028377726361316726,0.009837227202147181,0.003359640135911949,0.0009245858646618842,6.192462809187768e-07,4.135167619139137e-07,1.0779493554434482e-08,2.308245716479665e-12
6.627925197414077e-07,42.26779480670615,0.98,0.0,0.0,0.0,0.013284874300900192,0.005124292504586493,0.00044360573071202205,0.0006379213368724646,0.002843132184232902,0.010012916058946386,0.0034314526416887995,0.0009489975837324715,6.553955490721285e-07,4.381889773360147e-07,1.1592873194425333e-08,2.498070453851749e-12
6.809272526936972e-07,42.288549600597534,0.98,0.0,0.0,0.0,0.013136998013824374,0.005227310220101611,0.0004387251327814818,0.0006327956519645877,0.002852203060743484,0.010364251209314826,0.003575465343143115,0.000998557532664648,7.322583262939653e-07,4.907528126397639e-07,1.3366443833459867e-08,2.914695586144489e-12
6.972485123507578e-07,42.307164541904676,0.98,0.0,0.0,0.0,0.013005317241860388,0.005317886927548021,0.000434369744555944,0.0006280647335813726,0.002858573141346792,0.010680309497974097,0.0037054453206669578,0.0010439841333774202,8.068394114280917e-07,5.41880495667732e-07,1.5141562255323957e-08,3.334842106525442e-12
7.135697720078184e-07,42.32571495448461,0.98,0.0,0.0,0.0,0.012874956393666393,0.005406452937991765,0.0004300507511654592,0.0006232379170525519,0.0028633344932633416,0.010996132767045736,0.0038356971310920416,0.0010901714467606112,8.867643842002979e-07,5.967945097312042e-07,1.7099458631893815e-08,3.801271892568932e-12
7.29891031664879e-07,42.34419765805001,0.98,0.0,0.0,0.0,0.012745902238727227,0.00549302479210483,0.000425769032964468,0.0006183289088071284,0.002866570607798631,0.011311631044913664,0.00396615019692704,0.001137101648018278,9.722501141860619e-07,6.556572428562339e-07,1.9253530190581004e-08,4.3174731290361094e-12
7.462122913219396e-07,42.36260967613719,0.98,0.0,0.0,0.0,0.012618141679148837,0.0055776200274022985,0.00042152524751371044,0.000613350143949238,0.0028683613577072014,0.011626719575471298,0.0040967376394184084,0.0011847570645936566,1.0635143426961014e-06,7.186320765015446e-07,2.1617745557600277e-08,4.8870628579018605e-12
7.625335509790002e-07,42.38094823712592,0.98,0.0,0.0,0.0,0.012491661748328562,0.005660257057885795,0.00041731986877404617,0.0006083129001146632,0.0028687831209157624,0.01194131851306356,0.004227396116436453,0.0012331201847625563,1.16077548790397e-06,7.858832250028301e-07,2.420664862221512e-08,5.513784316345204e-12
7.788548106360608e-07,42.399210752797835,0.98,0.0,0.0,0.0,0.012366449609638923,0.005740955064900176,0.00041315321954995204,0.0006032274010825014,0.00286790890523838,0.012255352639150063,0.00435806566614561,0.0012821736651954328,1.2642524564399282e-06,8.57575579098077e-07,2.703536185805322e-08,6.201503973542857e-12
7.951760702931214e-07,42.41739481300172,0.98,0.0,0.0,0.0,0.012242492555124506,0.005819733898022404,0.0004090254983237955,0.0005981029112163546,0.0028658084730907624,0.012568751098434966,0.004488689556308908,0.0013319003375978807,1.3741644613319086e-06,9.338745535639324e-07,3.0119589126341336e-08,6.954208405859476e-12
8.11497329950182e-07,42.4354981728075,0.98,0.0,0.0,0.0,0.01211977800421214,0.005896613985425419,0.0004049368011745178,0.0005929478212401418,0.0028625484654139573,0.012881447153412433,0.004619214139322058,0.001382283214481831,1.4907308463802596e-06,1.0149459390840673e-06,3.347561796110548e-08,7.776000956453847e-12
8.278185896072426e-07,42.453518744086544,0.98,0.0,0.0,0.0,0.011998293502433994,0.00597161625260916,0.00040088713989719506,0.0005877697263560179,0.00285819252379943,0.01319337795519775,0.004749588712867033,0.0014333054941705235,1.6141709168521133e-06,1.1009557583672052e-06,3.712032135817661e-08,8.671098132336e-12
8.441398492643032e-07,42.471454586190454,0.98,0.0,0.0,0.0,0.011878026720163444,0.006044762048682167,0.0003968764570860558,0.000582575497446527,0.0028528014101332115,0.013504484329134566,0.004879765386103526,0.0014849505651134336,1.7447037764291998e-06,1.192070126545082e-06,4.10711590819951e-08,9.643825875181483e-12
8.604611089213638e-07,42.489303897899,0.98,0.0,0.0,0.0,0.011758965451363646,0.006116073079483653,0.000392904638711761,0.0005773713460067476,0.002846433123370396,0.01381471057392528,0.005009698951254906,0.0015372020095774253,1.8825481703269107e-06,1.2884551158643092e-06,4.534617850524461e-08,1.0698615702893132e-11
8.767823685784244e-07,42.50706500953629,0.98,0.0,0.0,0.0,0.01164109761234856,0.006185571347003817,0.00038897152453272964,0.0005721628832993076,0.002839143013231849,0.014124004273370317,0.005139346760455915,0.0015900436067648623,2.02792233451747e-06,1.3902766246837764e-06,4.9964014992896866e-08,1.1840000631856402e-11
8.93103628235485e-07,42.524736375713104,0.98,0.0,0.0,0.0,0.011524411240556483,0.00625327909456864,0.00038507691667255095,0.0005669551742176876,0.0028309838906356776,0.01443231611980363,0.005268668607716362,0.001643459335408599,2.1810438509717687e-06,1.497700250773414e-06,5.4943891843578225e-08,1.3072610995110264e-11
9.094248878925456e-07,42.542316568449486,0.98,0.0,0.0,0.0,0.011408894493335866,0.006319218757265856,0.0003812205866951188,0.0005617527863337776,0.0028220061346796643,0.01473959974831731,0.005397626615851883,0.0016974333758927936,2.3421295088196567e-06,1.6108911688966886e-06,6.030561980178312e-08,1.4401170208453339e-11
9.257461475496062e-07,42.55980427075414,0.98,0.0,0.0,0.0,0.01129453564674331,0.006383412917115199,0.00037740228146977293,0.0005565598345817703,0.002812257796042351,0.015045811580916842,0.005526185128220571,0.0017519501119460108,2.511395171317564e-06,1.7300140126485784e-06,6.606959615505482e-08,1.5830490372573748e-11
9.420674072066668e-07,42.57719827057324,0.98,0.0,0.0,0.0,0.011181323094353593,0.006445884262546503,0.0003736217280436081,0.0005513800219755109,0.0028017846967511276,0.015350910679867524,0.005654310605098928,0.0018069941319474583,2.689055648509548e-06,1.8552327605135623e-06,7.225680342978361e-08,1.7365467781488197e-11
9.583886668637273e-07,42.5944974550988,0.98,0.0,0.0,0.0,0.011069245346081658,0.006506655551804295,0.00036987863767916937,0.0005462166767064286,0.002790630526326011,0.015654858609595028,0.0057819715245292095,0.0018625502298821065,2.8753245754661584e-06,1.9867106261020367e-06,7.88888076988218e-08,1.9011078439622953e-11
9.747099265207878e-07,42.61170080540089,0.98,0.0,0.0,0.0,0.010958291027016369,0.006565749579934841,0.0003661727091880708,0.0005410727859352841,0.002778836934332633,0.015957619306563996,0.005909138287473043,0.0019186034059769357,3.0704142959821404e-06,2.124609952517342e-06,8.598775651386687e-08,2.0772373479401768e-11
9.910311861778483e-07,42.628807391369584,0.98,0.0,0.0,0.0,0.010848448876266013,0.0066231891490348945,0.00036250363168035713,0.0005359510265697755,0.002766443619386021,0.016259158956591024,0.006035783127109012,0.001975138867048408,3.2745357516097523e-06,2.2690921107992925e-06,9.357637647557376e-08,2.265447449058391e-11
9.999999999999997e-07,42.64581636694509,0.98,0.0,0.0,0.0,0.010788558179056967,0.006654057053234069,0.0003605029843975481,0.0005331468308323806,0.002759391713054274,0.016424328799142476,0.006105144963086143,0.002006406122037075,3.3906250542753994e-06,2.35134819169238e-06,9.79633361582772e-08,2.374202812898515e-11
1.0073524458349088e-06,42.64581636694509,0.98,0.0,0.0,0.0,0.010739707745815324,0.0066789970414644646,0.00035887108683582816,0.0005308537932992271,0.002753488414658333,0.016559445879082695,0.006161880022113864,0.0020321420265890927,3.4878983759011527e-06,2.4203174023846793e-06,1.0167797045432594e-07,2.4662568897716848e-11
1.0236737054919693e-06,42.66272696561791,0.98,0.0,0.0,0.0,0.010632056599394013,0.006733195995752468,0.000355274750783335,0.000525783224133315,0.0027400073699619227,0.016858450417733217,0.006287404613769025,0.0020895985046188855,3.710709993731756e-06,2.5784449655213176e-06,1.1031641447443297e-07,2.6801905307534144e-11
1.0399949651490298e-06,42.67953849617921,0.98,0.0,0.0,0.0,0.01052548451135661,0.006785808684951648,0.0003517142956544275,0.0005207412236669607,0.002726034830495539,0.01715614483726163,0.0064123341267374075,0.002147494127323727,3.943176725575807e-06,2.7436326855687112e-06,1.195161542742694e-07,2.9077788775785956e-11
1.0563162248060903e-06,42.69625033870543,0.98,0.0,0.0,0.0,0.010419980665573564,0.0068368576972224855,0.00034818939086456424,0.0005157294842721778,0.002711603512350166,0.01745250322580496,0.006536647293359951,0.002205814926502507,4.185502896605001e-06,2.916037109115195e-06,1.293022015546268e-07,3.149557613924146e-11
1.0726374844631508e-06,42.712861940762366,0.98,0.0,0.0,0.0,0.01031553435433343,0.0068863655184450085,0.00034469970416751647,0.0005107495054003046,0.0026967445748737836,0.017747501402612012,0.006660324281326149,0.0022645471388410823,4.4378909504806555e-06,3.0958133618388694e-06,1.3970012992734795e-07,3.4060671385434645e-11
1.0889587441202113e-06,42.729372813815736,0.98,0.0,0.0,0.0,0.01021213497725608,0.006934354516674097,0.00034124490252263214,0.0005058026111628872,0.0026814876899956363,0.018041116830706576,0.0067833466245775745,0.002323677205030749,4.70054136770991e-06,3.2831150700375327e-06,1.507360705761184e-07,3.677852095789657e-11
1.1052800037772718e-06,42.74578252983529,0.98,0.0,0.0,0.0,0.010109772040216822,0.006980846928269864,0.0003378246528081028,0.0005008899663449335,0.0026658611086126213,0.01833332853421287,0.00690569715730792,0.0023831917687470363,4.9736525884369876e-06,3.4780942857508372e-06,1.6243670764108338e-07,3.965460912373173e-11
1.1216012634343323e-06,42.762090718080884,0.98,0.0,0.0,0.0,0.01000843515428128,0.007025864845550121,0.0003344386224068774,0.0004960125909902488,0.002649891724142377,0.018624117020059883,0.007027359950927557,0.002443077675503214,5.257420939541405e-06,3.6809014153966832e-06,1.748292733387226e-07,4.2694453437579864e-11
1.1379225230913927e-06,42.77829706205914,0.98,0.0,0.0,0.0,0.009908114034650964,0.007069430205826061,0.00033108647968667067,0.0004911713736857256,0.002633605133348105,0.018913464203802383,0.00714832025386553,0.0025033219713916123,5.552040565916182e-06,3.891685151842973e-06,1.879415428281759e-07,4.59036001692027e-11
1.1542437827484532e-06,42.7944012966406,0.98,0.0,0.0,0.0,0.009808798499619414,0.007111564781694812,0.00032776789439190713,0.0004863670836600888,0.0026170256945389344,0.01920135333931542,0.007268564434086636,0.0025639119017246644,5.857703365800405e-06,4.110592409834909e-06,2.01801828834973e-07,4.928761977662285e-11
1.1705650424055137e-06,42.81040320532833,0.98,0.0,0.0,0.0,0.009710478469538802,0.007152290172473608,0.0003244825379627565,0.0004816003818025093,0.002600176583247583,0.01948776895213531,0.007388079924206072,0.0026248349095865354,6.174598930041972e-06,4.3377682646974786e-06,2.1643897604288678e-07,5.2852102518137944e-11
1.1868863020625742e-06,42.826302617668745,0.98,0.0,0.0,0.0,0.009613143965796909,0.007191627796670433,0.0003212300837940017,0.00047687183069725975,0.0025830798454849397,0.019772696776235568,0.007506855169088675,0.0026860786343052626,6.50291448516803e-06,4.573355894232836e-06,2.3188235526439448e-07,5.6602654068452037e-11
1.2032075617196347e-06,42.84209940679689,0.98,0.0,0.0,0.0,0.009516785109804339,0.0072295988853955315,0.00031801020744420843,0.00047218190376203495,0.0025657564486689932,0.020056123694040504,0.007624879575824335,0.0027476309098544336,6.842834840142491e-06,4.817496523732048e-06,2.481618573999926e-07,6.054489115777575e-11
1.2195288213766952e-06,42.85779348710834,0.98,0.0,0.0,0.0,0.009421392121991893,0.007266224476626631,0.0003148225868037204,0.0004675309935696925,0.002548226330323167,0.020338037679492688,0.007742143465975383,0.0028094797631926217,7.19454233669193e-06,5.070329374020822e-06,2.6530788719636966e-07,6.468443737123187e-11
1.2358500810337557e-06,42.87338481205043,0.98,0.0,0.0,0.0,0.009326955320817995,0.007301525410248786,0.0003116669022285037,0.00046291941942602706,0.00253050844463631,0.02061842774400263,0.007858638029996222,0.002871613412548048,7.558216803083281e-06,5.33199161245937e-06,2.833513568132032e-07,6.902691900190336e-11
1.2521713406908162e-06,42.88887337202643,0.98,0.0,0.0,0.0,0.009233465121786091,0.0073355223237966385,0.00030854283664571606,0.00045834743426975336,0.0025126208069736534,0.020897283885120008,0.007974355283729476,0.002934020265655305,7.934035511238873e-06,5.602618306817007e-06,3.023236792081079e-07,7.35779609073457e-11
1.2684926003478767e-06,42.9042591924061,0.98,0.0,0.0,0.0,0.00914091203647184,0.007368235648833488,0.0003054500756359235,0.00045381523095501324,0.002494580536424949,0.021174597037776147,0.008089288026887095,0.002996688917950313,8.32217313707655e-06,5.8823423819425485e-06,3.222567613490271e-07,7.834318252515086e-11
1.301135119661998e-06,42.934722879785014,0.98,0.0,0.0,0.0,0.008958579727915968,0.007429892213323558,0.00029935722324724045,0.00044487067338013,0.0024581063293667845,0.02172456253440678,0.008316774868283281,0.0031227669291991594,9.13609065704111e-06,6.469603425104753e-06,3.6513526054731374e-07,8.853859244967501e-11
1.330513387044707e-06,42.9617897346495,0.98,0.0,0.0,0.0,0.008797592324442924,0.00748119390448256,0.0002939776197095285,0.0004369575212550269,0.002424912324966149,0.022214181124554817,0.008518772454207698,0.0032370218592863787,9.912445095891382e-06,7.030539656491927e-06,4.073416642590038e-07,9.850308285554529e-11
1.3598916544274161e-06,42.988525512676,0.98,0.0,0.0,0.0,0.008639497895688287,0.007528644837071913,0.0002886946795630389,0.0004291740685075446,0.0023914531734348875,0.022698697635410617,0.00871814807398977,0.003351956036317709,1.0731307189729542e-05,7.622916691339765e-06,4.5317897479036906e-07,1.092482567327894e-10
1.3892699218101252e-06,43.01493140692848,0.98,0.0,0.0,0.0,0.008484244454283885,0.007572356429025735,0.00028350667027524974,0.00042151991274853,0.0023578012648720025,0.023178087493586196,0.008914883259996231,0.003467509487113553,1.1593597640421137e-05,8.247427507709201e-06,5.028501861163236e-07,1.2080619601778808e-10
1.4186481891928343e-06,43.04100883278005,0.98,0.0,0.0,0.0,0.008331780947099254,0.007612437810781286,0.000278411889069287,0.00041399436058200777,0.0023240223801185116,0.02365233282777867,0.009108965059720597,0.003583624055846975,1.2500207736731556e-05,8.904740018032316e-06,5.565628863155801e-07,1.3320863692714455e-10
1.4480264565755434e-06,43.066759434982735,0.98,0.0,0.0,0.0,0.008182057238446623,0.007648995824063228,0.0002734086627953448,0.0004065964791804432,0.0022901762268511066,0.024121421880117906,0.009300385520265214,0.0037002433667004796,1.3451999062489972e-05,9.595496659418357e-06,6.145291073274361e-07,1.4648691081281198e-10
1.4774047239582525e-06,43.09218504391868,0.98,0.0,0.0,0.0,0.008035024093592184,0.007682135028356928,0.00026849534769044257,0.0003993251397380675,0.0022563169329086977,0.024585348468006234,0.009489141215530012,0.0038173127864273592,1.4449803280862368e-05,1.0320314054378241e-05,6.769651716268105e-07,1.6067188829437619e-10
1.5067829913409616e-06,43.11728766843582,0.98,0.0,0.0,0.0,0.007890633162561387,0.007711957713726395,0.00026367032905189183,0.0003921790540815765,0.002222493500931055,0.025044111491161442,0.009675232811988888,0.003934779386931157,1.549442198748255e-05,1.1079782736172388e-05,7.440915362793179e-07,1.7579392491786306e-10
1.5361612587236707e-06,43.14206947164387,0.98,0.0,0.0,0.0,0.007748836964240149,0.007738563919151634,0.00025893202084660295,0.00038515680518973194,0.0021887502260787943,0.025497714481374088,0.009858664671247342,0.004052591907951947,1.65866266299643e-05,1.1874466936988744e-05,8.161326346593997e-07,1.9188281164042134e-10
1.5655395261063798e-06,43.16653275679892,0.98,0.0,0.0,0.0,0.007609588870761913,0.007762051455081128,0.00025427886528951005,0.00037825687285544335,0.002155127080632789,0.025946165189997816,0.010039444485537318,0.004170700719971277,1.772715848758997e-05,1.2704904433923673e-05,8.933167162866928e-07,2.0896772953640743e-10
1.594917793489089e-06,43.19067995113106,0.98,0.0,0.0,0.0,0.007472843092175039,0.007782515929282016,0.00024970933240813024,0.00037147765535385137,0.002121660068276934,0.026389475209553797,0.010217582943316124,0.004289057787419086,1.891672870655119e-05,1.3571606449043038e-05,9.758756851539491e-07,2.270772053638202e-10
1.624296060871798e-06,43.214513592574306,0.98,0.0,0.0,0.0,0.007338554661384661,0.007800050775322099,0.00024522191959802853,0.0003648174877521053,0.0020883815505738225,0.026827659626353893,0.010393093422444523,0.0044076166322412,2.015601838625656e-05,1.4475057599870499e-05,1.0640449368865484e-06,2.462390714402701e-10
1.6536743282545071e-06,43.238036316867586,0.98,0.0,0.0,0.0,0.007206679419365114,0.007814747283236834,0.0002408151511695682,0.0003582746572887135,0.0020553205475738684,0.027260736701813244,0.010565991708993626,0.004526332297868351,2.1445678713083116e-05,1.541571589734118e-05,1.1580631950215066e-06,2.664804304308749e-10
1.6830525956372162e-06,43.26125084606772,0.98,0.0,0.0,0.0,0.007077174000638475,0.007826694631952975,0.00023648757788949295,0.0003518474162354148,0.002022503014483261,0.027688727580144797,0.010736295739743395,0.0046451613136241675,2.2786331137960573e-05,1.6394012788232752e-05,1.258172346689163e-06,2.8782762057124067e-10
1.7124308630199253e-06,43.28415997789791,0.98,0.0,0.0,0.0,0.006949995819014398,0.007835979923048858,0.0002322377765228648,0.0003455339926476004,0.001989952096285822,0.028111656020160813,0.010904025366464861,0.004764061659607729,2.4178567594244708e-05,1.7410353239098685e-05,1.3646172779765436e-06,3.103061841720709e-10
1.7418091304026344e-06,43.306766576099996,0.98,0.0,0.0,0.0,0.006825103053586196,0.007842688215478753,0.00022806434937930483,0.0003393325993665988,0.0019576883621393046,0.0285295481490222,0.011069202140155237,0.004882992732080798,2.5622950752416475e-05,1.846511585876701e-05,1.477645709241795e-06,3.3394084173209455e-10
1.7711873977853435e-06,43.32907356158362,0.98,0.0,0.0,0.0,0.006702454634978447,0.00784690256097596,0.0002239659238646026,0.0003332414415563273,0.0019257300211717764,0.02894243223605027,0.011231849113593659,0.005001915309381883,2.712001430839782e-05,1.9558653056665438e-05,1.5975080306282253e-06,3.58755466327148e-10
1.8005656651680526e-06,43.351083904343284,0.98,0.0,0.0,0.0,0.006582010231841621,0.00784870403992,0.0002199411520374638,0.00032725872299081005,0.0018940931211224878,0.02935033848495886,0.01139199066076876,0.0051207915183825795,2.867026330252554e-05,2.0691291234415414e-05,1.724457138006166e-06,3.847730599004912e-10
1.8299439325507617e-06,43.37280061605472,0.98,0.0,0.0,0.0,0.006463730237589461,0.007848171797490635,0.00021598871017158332,0.0003213826512741073,0.0018627917311452966,0.029753298843021688,0.011549652311855892,0.005239584801498081,3.0274174466420977e-05,2.1863331008279018e-05,1.858748269555504e-06,4.1201573567759587e-10
1.8593221999334708e-06,43.39422674331087,0.98,0.0,0.0,0.0,0.006347575757374741,0.00784538307994915,0.00021210729832388546,0.0003156114421576471,0.0018318381100128935,0.03015134682578362,0.011704860602501668,0.005358259884261512,3.193219659513215e-05,2.30750474601496e-05,2.0006388431904854e-06,4.405047010931605e-10
